日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,全部题材,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-07-13,300534,陇神戎发,创业板,1,1/1,9.0,18.4,18.1,-8.2,-10.4,中药Ⅱ,央国企改革,12,央国企改革|西部大开发|中药概念,,4.62,27.18,17.5,0.17,0.63,10:00,2,1.07,,
2026-07-13,300214,日科化学,创业板,1,1/1,12.3,20.0,71.5,72.8,76.7,化学制品,数据中心,1,数据中心|算力概念,,0.78,57.18,1.4,0.96,1.67,09:25,0,0.3,,拟重大资产重组，300214，“20cm”涨停
2026-07-13,001395,亚联机械,主板,3,3/3,31.49,28.0,13.4,-4.4,-13.9,专用设备,专用设备,1,专用设备,,3.57,16.38,22.4,0.06,0.34,10:09,4,-0.08,,2026年半年度业绩快报
2026-07-13,003020,立方制药,主板,3,3/3,20.61,25.8,32.8,-11.2,9.4,化学制药,中药概念,6,长江三角|中药概念|创新药,,3.39,34.74,9.8,0.83,2.39,09:30,1,-0.07,,
2026-07-13,600992,贵绳股份,主板,3,3/3,11.72,32.0,16.8,-17.2,-21.3,通用设备,央国企改革,12,央国企改革|西部大开发|军工,,0.64,28.72,2.2,1.04,3.61,09:25,0,0.33,,
2026-07-13,000004,国华退,主板,3,11/7,0.51,24.4,-81.5,-95.2,-94.4,软件开发,破增发价股,6,破增发价股|信创|物联网,,0.02,0.64,2.8,0.02,3.54,09:25,0,0.01,,
2026-07-13,605090,九丰能源,主板,2,2/2,41.78,20.8,12.8,-17.6,61.8,燃气Ⅱ,半导体概念,3,半导体概念|天然气|DeepSeek概念,,23.52,294.35,8.0,0.93,0.32,09:25,6,-0.57,,
2026-07-13,601608,中信重工,主板,2,2/2,5.54,15.2,5.9,-28.2,24.5,专用设备,央国企改革,12,央国企改革|机器人概念|一带一路,,11.23,253.71,4.5,0.63,0.25,09:25,2,2.1,,
2026-07-13,600664,哈药股份,主板,2,2/2,3.71,16.7,17.4,4.2,-3.9,化学制药,破增发价股,6,破增发价股|病原体防治|中药概念,,7.38,93.44,8.0,0.81,0.86,09:34,3,0.45,,哈药集团股份有限公司2026年半年度业绩预增公告
2026-07-13,600629,华建集团,主板,2,2/2,14.03,18.7,6.0,-28.2,93.6,工程咨询,央国企改革,12,央国企改革|华为概念|一带一路,,6.78,161.32,4.4,0.69,0.43,13:11,1,1.38,,
2026-07-13,600513,联环药业,主板,2,2/2,17.04,7.3,7.6,-17.6,14.3,化学制药,央国企改革,12,央国企改革|长江三角|创新药,,6.75,48.64,14.9,0.56,1.16,13:55,0,1.2,,
2026-07-13,000920,沃顿科技,主板,2,2/2,14.03,14.9,-1.4,11.0,25.2,塑料,央国企改革,12,央国企改革|西部大开发|节能环保,,6.57,66.31,10.2,0.32,0.49,10:25,8,0.68,,
2026-07-13,600536,中国软件,主板,1,1/1,32.25,16.2,8.1,-36.0,-30.0,IT服务Ⅱ,央国企改革,12,央国企改革|DeepSeek概念|信创,,17.95,272.08,6.8,0.95,0.35,13:33,2,3.73,,
2026-07-13,002379,宏桥控股,主板,1,1/1,15.9,4.8,-9.5,-43.5,23.4,工业金属,并购重组概念,1,并购重组概念|养老金,,9.47,180.68,5.4,0.84,0.46,10:17,4,1.85,,宏桥控股：上半年净利润同比预增69.72%—81.04%
2026-07-13,603065,宿迁联盛,主板,1,1/1,21.4,16.2,57.4,157.4,136.9,化学制品,趋势股,3,趋势股,,8.76,89.66,10.0,0.25,0.27,09:44,1,2.39,,
2026-07-13,603137,恒尚节能,主板,1,10/9,29.43,55.4,150.3,107.7,95.7,装修装饰,趋势股,3,节能环保|趋势股|装配建筑,,7.82,53.84,15.2,0.45,0.84,09:37,6,-0.07,,
2026-07-13,000989,九芝堂,主板,1,1/1,8.98,6.7,12.5,1.9,-21.9,中药Ⅱ,央国企改革,12,央国企改革|破增发价股|中药概念,,6.7,62.34,10.9,0.63,1.01,09:40,2,1.44,,九芝堂：预计2026年半年度净利润同比增长67.63%-83.63%
2026-07-13,603313,梦百合,主板,1,4/2,7.99,33.6,50.5,-16.2,-11.7,家居用品,破增发价股,6,破增发价股|智能家居|独角兽,,5.64,45.59,13.0,0.47,1.04,14:53,0,0.12,,
2026-07-13,603669,灵康药业,主板,1,1/1,6.8,13.9,45.0,40.2,14.9,化学制药,西部大开发,4,西部大开发|转债标的|趋势股,,4.4,48.44,9.3,0.15,0.3,10:38,1,0.39,,
2026-07-13,603933,睿能科技,主板,1,3/2,24.71,8.1,11.6,-0.9,54.1,其他电子,机器人概念,4,半导体概念|机器人概念|人形机器人,,3.5,51.28,6.9,0.4,0.78,09:30,6,0.94,,
2026-07-13,003030,祖名股份,主板,1,1/1,23.83,1.4,-0.6,18.6,28.8,农产品加,电商概念,1,电商概念,,2.03,19.29,10.6,0.11,0.58,09:38,2,0.26,,
2026-07-13,600671,天目药业,主板,1,1/1,21.13,14.3,28.3,20.7,56.5,中药Ⅱ,央国企改革,12,央国企改革|长江三角|中药概念,,1.99,25.73,7.8,0.11,0.42,09:48,6,0.12,,
2026-07-13,600881,亚泰集团,主板,1,1/1,1.65,9.3,-6.8,-13.2,-15.4,综合Ⅱ,央国企改革,12,央国企改革|破增发价股|中药概念,,1.7,53.33,3.2,0.28,0.52,09:38,1,0.84,,
2026-07-13,603120,肯特催化,主板,1,1/1,55.09,-1.8,-4.8,38.5,35.6,化学制品,半导体概念,3,半导体概念|光刻机(胶),,1.52,20.88,7.4,0.38,1.84,09:37,0,0.48,,
2026-07-13,601002,晋亿实业,主板,1,1/1,4.85,7.5,0.0,-6.6,-4.9,通用设备,破增发价股,6,破增发价股|新能源车|一带一路,,1.29,46.29,2.8,0.15,0.32,09:30,1,0.26,,晋亿实业发布上半年预增公告 净利润同比增长57.67%~87.50%
2026-07-13,001388,信通电子,主板,1,1/1,29.49,9.3,0.2,-33.7,-36.2,电网设备,一带一路,5,机器人概念|华为概念|一带一路,,1.23,24.93,5.1,0.91,3.64,13:35,0,0.21,,
2026-07-13,603318,水发燃气,主板,1,1/1,8.55,-0.9,-6.7,23.7,25.5,燃气Ⅱ,央国企改革,12,央国企改革|一带一路|天然气,,0.88,39.25,2.2,1.28,3.27,09:25,0,0.52,,
2026-07-13,603677,奇精机械,主板,1,1/1,13.82,4.7,-5.4,-23.1,-29.2,家电零部,央国企改革,12,央国企改革|机器人概念|新能源车,,0.6,26.62,2.4,0.65,2.44,10:54,0,0.15,,
