日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-06-11,603065,XD宿迁联,主板,3,7/4,12.36,45.8,54.9,45.8,27.2,化学制品,化学制品,1,,1.59,51.78,3.1,1.71,3.29,09:25,0,0.35,,宿迁联盛：拟设立合资公司从事磷化铟衬底业务
2026-06-11,002409,雅克科技,主板,2,2/2,134.81,14.5,44.1,93.4,158.8,半导体,半导体概念,21,,75.05,429.4,18.1,0.31,0.07,13:19,4,0.53,,
2026-06-11,600378,昊华科技,主板,2,2/2,63.89,47.1,93.0,116.5,165.8,化学制品,央国企改革,21,,50.58,685.26,7.4,1.93,0.28,09:25,8,-2.59,,
2026-06-11,002119,康强电子,主板,2,2/2,31.2,27.3,36.7,92.8,98.3,半导体,半导体概念,21,,16.76,117.09,14.6,1.2,1.02,09:31,1,1.17,,
2026-06-11,002165,红 宝 丽,主板,2,2/2,8.03,22.0,-7.0,5.8,-20.7,化学制品,光伏概念,5,,13.67,58.43,24.2,0.62,1.07,13:27,1,1.19,,
2026-06-11,603155,新亚强,主板,2,2/2,25.12,27.5,37.6,39.3,81.8,化学制品,半导体概念,21,,9.18,79.33,12.0,0.3,0.38,09:34,1,-0.02,,
2026-06-11,600178,东安动力,主板,2,2/2,10.57,20.5,-1.7,-8.6,-14.5,汽车零部,央国企改革,21,,2.07,49.31,4.4,0.46,0.93,09:50,0,0.5,,兵装重组概念涨3.63%，主力资金净流入这些股
2026-06-11,600665,天地源,主板,2,2/2,4.07,17.0,17.3,20.8,26.0,房地产开,央国企改革,21,,1.44,35.17,4.1,0.48,1.35,09:30,0,0.08,,
2026-06-11,002428,云南锗业,主板,1,1/1,88.24,-0.4,-13.0,185.4,354.8,小金属,半导体概念,21,,112.82,576.24,20.0,0.29,0.05,11:00,6,21.81,,
2026-06-11,002407,多氟多,主板,1,1/1,38.19,16.6,11.9,20.0,230.0,化学制品,半导体概念,21,,79.2,411.98,20.1,2.71,0.66,13:52,0,8.49,,
2026-06-11,600667,太极实业,主板,1,1/1,17.51,7.0,42.7,128.6,180.4,工程咨询,半导体概念,21,,56.68,366.23,16.2,1.65,0.45,10:58,3,7.1,,
2026-06-11,002378,章源钨业,主板,1,1/1,33.63,8.4,4.7,155.2,299.9,小金属,小金属概念,6,,41.01,401.92,10.4,1.72,0.43,09:50,4,11.06,,
2026-06-11,600353,旭光电子,主板,1,1/1,29.94,13.2,53.5,80.0,140.3,其他电子,华为概念,13,,30.16,248.15,12.6,0.78,0.32,10:51,4,3.15,,
2026-06-11,001696,宗申动力,主板,1,4/3,20.96,47.7,22.3,-2.3,-2.4,通用设备,电池技术,15,,29.65,186.84,16.5,1.39,0.75,10:30,2,4.26,,
2026-06-11,603678,火炬电子,主板,1,1/1,61.91,-4.0,84.0,91.8,80.6,军工电子,半导体概念,21,,25.54,294.42,9.1,2.47,0.84,13:14,1,1.8,,
2026-06-11,000688,国城矿业,主板,1,1/1,45.32,18.6,6.5,94.8,260.8,工业金属,西部大开发,12,,22.7,537.07,4.3,0.2,0.04,13:10,7,0.94,,
2026-06-11,603399,永杉锂业,主板,1,1/1,19.18,17.5,-20.3,78.1,112.4,能源金属,电池技术,15,,16.81,98.26,17.8,0.99,1.01,13:00,0,2.82,,
2026-06-11,002842,翔鹭钨业,主板,1,1/1,39.34,13.9,8.4,241.5,326.2,小金属,小金属概念,6,,15.99,105.61,15.6,2.93,2.77,09:41,0,4.32,,
2026-06-11,002654,万润科技,主板,1,1/1,16.16,2.5,4.7,21.0,34.6,光学光电,央国企改革,21,,15.95,136.59,11.9,0.59,0.43,10:03,3,4.38,,
2026-06-11,002254,泰和新材,主板,1,5/4,18.92,34.0,43.2,106.1,83.9,化学纤维,央国企改革,21,,15.69,160.94,10.1,0.87,0.54,09:37,1,3.22,,2连板泰和新材：公司对位芳纶的产能利用率尚处于较低水平
2026-06-11,002549,凯美特气,主板,1,1/1,18.15,10.0,-2.3,-9.4,86.9,化学制品,节能环保,5,,12.69,125.66,10.4,1.47,1.17,13:26,0,2.95,,
2026-06-11,603936,博敏电子,主板,1,1/1,23.72,9.5,17.3,110.8,187.5,元件,华为概念,13,,12.03,149.53,8.3,1.01,0.67,10:44,0,2.5,,
2026-06-11,601958,金钼股份,主板,1,1/1,23.2,0.5,2.4,65.2,121.4,小金属,央国企改革,21,,10.73,748.57,1.5,3.43,0.46,09:37,1,2.47,,
2026-06-11,600722,金牛化工,主板,1,1/1,10.82,6.6,-14.7,80.0,109.3,化学原料,央国企改革,21,,10.71,73.61,15.2,0.46,0.62,11:17,2,2.05,,
2026-06-11,000921,海信家电,主板,1,1/1,29.3,10.4,19.6,13.0,9.9,白色家电,深成500,6,,9.29,269.01,3.5,0.41,0.15,10:50,2,1.51,,
2026-06-11,002490,山东墨龙,主板,1,4/2,8.56,10.5,-12.2,32.1,114.5,专用设备,央国企改革,21,,9.04,46.37,19.6,0.18,0.39,09:31,2,2.38,,
2026-06-11,002824,和胜股份,主板,1,1/1,28.86,5.1,5.3,63.1,89.5,工业金属,电池技术,15,,8.63,65.27,13.6,0.66,1.01,09:33,1,1.53,,
2026-06-11,001257,盛龙股份,主板,1,1/1,25.22,2.1,-3.6,,,小金属,央国企改革,21,,8.28,34.54,24.5,0.68,1.96,09:44,2,2.37,,
2026-06-11,600459,贵研铂业,主板,1,1/1,25.11,3.6,19.1,49.3,61.2,小金属,半导体概念,21,,8.23,190.76,4.4,1.22,0.64,09:39,0,2.43,,今年以来定增累计募资3112.43亿元
2026-06-11,603318,水发燃气,主板,1,1/1,9.85,6.3,-12.7,53.4,53.9,燃气Ⅱ,央国企改革,21,,8.04,45.22,18.9,0.38,0.84,14:13,0,1.06,,
2026-06-11,603991,领先股份,主板,1,1/1,120.21,8.8,-4.6,54.3,93.3,半导体,半导体概念,21,,6.91,89.6,8.0,0.48,0.53,14:43,0,0.38,,
2026-06-11,000032,深桑达Ａ,主板,1,1/1,17.2,5.1,-8.5,-7.8,-11.5,专业工程,半导体概念,21,,6.12,195.73,3.2,0.62,0.32,09:45,0,2.43,,子公司补税逾1亿元，深桑达A业绩或“雪上加霜”，股价年内已跌超两成
2026-06-11,002965,祥鑫科技,主板,1,1/1,38.54,5.7,9.8,0.9,-5.0,汽车零部,电池技术,15,,5.88,73.39,8.1,0.87,1.19,09:37,1,1.68,,抢权行情能否上演？ 这些股即将实施分红
2026-06-11,000510,新金路,主板,1,1/1,17.61,-8.4,5.8,98.3,209.5,化学原料,西部大开发,12,,5.83,106.82,5.6,0.93,0.87,09:45,1,1.54,,
2026-06-11,002203,海亮股份,主板,1,1/1,21.31,9.3,-6.9,81.7,119.0,工业金属,电池技术,15,,5.72,471.41,1.2,1.04,0.22,09:25,0,1.26,,
2026-06-11,601137,博威合金,主板,1,1/1,24.71,6.1,27.8,19.9,41.0,金属新材,半导体概念,21,,5.13,226.8,2.3,1.38,0.61,09:34,1,1.65,,
2026-06-11,002913,奥士康,主板,1,1/1,55.01,1.8,-4.7,29.0,101.9,元件,华为概念,13,,4.18,165.96,2.6,0.29,0.17,11:00,0,0.74,,
2026-06-11,600141,兴发集团,主板,1,1/1,32.73,10.7,-3.0,2.8,62.3,农化制品,半导体概念,21,,3.48,393.33,0.9,3.42,0.87,09:25,0,1.32,,
2026-06-11,600979,广安爱众,主板,1,1/1,4.99,-3.3,-4.0,9.7,-4.8,电力,央国企改革,21,,3.32,61.96,5.5,0.97,1.57,09:59,0,1.09,,
2026-06-11,600108,亚盛集团,主板,1,1/1,3.62,6.2,-13.8,17.5,20.1,种植业,央国企改革,21,,2.71,70.48,4.0,0.85,1.2,09:48,1,0.83,,
2026-06-11,603315,福鞍股份,主板,1,1/1,16.5,1.5,-13.3,12.8,35.5,环境治理,电池技术,15,,2.42,52.86,4.6,0.98,1.86,09:52,0,0.5,,福鞍股份关于控股股东协议转让部分股份暨权益变动的提示性公告
2026-06-11,603992,松霖科技,主板,1,1/1,31.91,7.1,-2.3,6.1,42.7,家居用品,机器人概念,3,,2.28,141.37,1.7,0.43,0.3,10:43,0,0.37,,
2026-06-11,600322,津投城开,主板,1,1/1,2.86,5.9,4.0,22.2,6.7,房地产开,央国企改革,21,,1.94,31.62,6.2,0.28,0.87,09:40,1,0.42,,
2026-06-11,002469,三维化学,主板,1,1/1,6.93,10.0,3.6,-13.8,-15.7,化学原料,光伏概念,5,,1.94,43.55,4.5,0.15,0.35,10:13,2,0.5,,
2026-06-11,603324,盛剑科技,主板,1,1/1,33.83,7.8,31.0,42.7,39.8,环保设备,半导体概念,21,,1.77,49.96,3.6,0.75,1.51,09:45,0,0.5,,
2026-06-11,001268,联合精密,主板,1,1/1,41.82,6.0,0.3,16.3,68.7,家电零部,机器人概念,3,,1.59,28.2,5.8,0.45,1.59,13:19,0,0.09,,
2026-06-11,600067,冠城新材,主板,1,1/1,3.16,5.7,-6.0,-24.8,19.5,电网设备,电池技术,15,,1.24,43.98,2.8,0.39,0.89,09:39,1,0.42,,
2026-06-11,605069,正和生态,主板,1,3/2,11.55,4.3,-25.1,19.3,8.2,环境治理,节能环保,5,,0.96,24.45,4.0,0.38,1.54,09:37,0,0.23,,
2026-06-11,603355,莱克电气,主板,1,1/1,27.05,6.8,-21.2,-20.0,21.0,小家电,新能源车,8,,0.94,155.1,0.6,0.34,0.22,13:40,0,0.13,,
2026-06-11,600470,六国化工,主板,1,1/1,5.67,3.5,-11.4,-3.2,-7.7,农化制品,煤化工概念,2,,0.85,29.57,2.9,0.41,1.38,09:30,0,0.33,,
2026-06-11,603014,威高血净,主板,1,1/1,33.21,3.1,-6.2,-19.9,-8.5,医疗器械,医疗器械概念,3,,0.83,33.7,2.5,0.56,1.66,09:36,0,0.3,,本次重大资产重组涉及的拟购买资产最近两年的财务报告和审计报告
2026-06-11,603657,春光科技,主板,1,1/1,25.48,-1.4,-23.4,-26.5,-18.6,家电零部,小米概念,1,,0.64,34.45,1.9,0.68,1.97,09:50,0,0.2,,
2026-06-11,000631,顺发恒能,主板,1,1/1,3.34,-1.2,-0.4,1.1,7.6,电力,破增发价股,3,,0.55,76.82,0.7,1.05,1.37,09:25,0,0.21,,【中证快报】6月10日中证投资资讯 | 工信部发文加强高端光电芯片和器件研发
2026-06-11,688268,华特气体,科创板,1,1/1,228.82,12.4,39.4,300.2,381.5,电子化学,半导体概念,21,,36.4,292.16,13.8,1.72,0.59,13:20,0,2.33,,
2026-06-11,688545,兴福电子,科创板,1,1/1,104.52,16.4,30.8,192.3,295.1,电子化学,半导体概念,21,,19.59,190.49,10.9,1.32,0.69,10:14,0,2.21,,
2026-06-11,688167,炬光科技,科创板,1,1/1,338.86,7.7,3.3,200.4,571.1,半导体,半导体概念,21,,18.22,440.99,4.2,4.17,0.95,09:31,0,2.89,,西安炬光科技股份有限公司关于子公司签订技术许可协议的公告
2026-06-11,688661,和林微纳,科创板,1,1/1,133.2,7.4,6.7,160.0,279.5,半导体,半导体概念,21,,13.26,202.31,6.9,0.29,0.14,13:22,4,1.04,,
2026-06-11,688419,耐科装备,科创板,1,1/1,55.08,14.7,19.8,107.7,127.8,半导体,半导体概念,21,,2.89,63.1,5.0,0.31,0.5,13:00,0,0.88,,分红季来了 96只股即将分红
