日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,全部题材,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-08-04,300615,欣天科技,创业板,2,2/2,12.52,44.1,23.6,-11.2,-15.1,通信设备,通信技术,31,新能源车|通信技术|5G概念,-62.8,0.11,19.17,0.6,2.44,12.72,09:25,0,0.06,,关于控股股东、实际控制人及相关方签署股份转让协议暨控制权拟发生变更的提示性公告
2026-08-04,300209,行云科技,创业板,1,1/1,33.64,25.1,22.3,369.2,521.8,软件开发,人工智能,32,人工智能|算力概念|高市净率,-427.7,55.06,249.91,23.1,2.74,1.1,09:51,3,5.49,,300209 首次回应超百亿算力、存储订单
2026-08-04,300620,光库科技,创业板,1,1/1,254.33,18.5,-18.5,49.8,363.5,通信设备,通信技术,31,央国企改革|通信技术|5G概念,301.0,42.95,628.46,7.2,2.57,0.41,13:03,0,8.37,,
2026-08-04,301396,宏景科技,创业板,1,3/2,176.65,10.4,-39.7,138.2,355.0,IT服务Ⅱ,人工智能,32,人工智能|算力概念|高市净率,1083.1,35.58,249.97,15.0,1.3,0.52,11:10,0,6.13,,关于回购公司股份方案的公告
2026-08-04,300489,光智科技,创业板,1,1/1,169.2,14.7,-39.9,290.1,308.3,光学光电,高市净率,17,军工|无人机|高市净率,-859.9,22.84,234.59,10.4,0.75,0.32,13:39,0,3.36,,
2026-08-04,301047,义翘神州,创业板,1,1/1,83.58,23.4,19.9,14.9,21.1,生物制品,病原体防治,8,合成生物|病原体防治|CRO,64.7,8.23,99.95,8.6,0.19,0.19,10:30,9,1.76,,
2026-08-04,300720,海川智能,创业板,1,3/2,59.75,9.2,-44.7,75.9,165.6,通用设备,半导体概念,17,半导体概念|贬值受益|高市净率,508.4,7.94,110.03,7.7,0.51,0.47,10:53,0,1.6,,
2026-08-04,300052,中青宝,创业板,1,1/1,12.05,28.6,-1.1,-10.3,14.8,IT服务Ⅱ,华为概念,42,华为概念|深圳特区|数据中心,-54.7,5.82,31.55,19.2,0.31,0.98,10:52,3,1.55,,
2026-08-04,301270,汉仪股份,创业板,1,1/1,35.26,21.6,26.0,-10.5,-23.9,软件开发,华为概念,42,华为概念|人工智能|DeepSeek概念,455.0,5.06,33.32,15.9,0.16,0.48,10:08,3,1.16,,56家公司获海外机构调研
2026-08-04,300592,华凯易佰,创业板,1,1/1,15.2,1.1,-15.6,6.0,34.7,互联网电,人工智能,32,人工智能|消费电子概念|互联网服务,25.5,4.63,52.27,9.6,0.14,0.27,13:21,0,0.62,,关于回购股份事项前十大股东和前十大无限售条件股东持股情况的公告
2026-08-04,300270,中威电子,创业板,1,1/1,12.6,29.9,-4.8,8.2,46.9,计算机设,华为概念,42,机器人概念|华为概念|人工智能,-89.9,3.78,32.88,12.3,0.28,0.84,13:39,0,0.62,,
2026-08-04,301227,森鹰窗业,创业板,1,1/1,21.46,25.6,-21.2,-13.4,1.1,家居用品,家居用品,1,家居用品,-46.1,1.35,15.86,9.0,0.01,0.06,13:28,2,0.21,,
2026-08-04,003032,传智教育,主板,7,7/7,10.66,61.0,97.0,67.9,64.0,教育,华为概念,42,华为概念|2026中报扭亏|近期摘帽,-51.3,3.15,30.33,10.4,1.51,4.99,09:30,0,0.36,,
2026-08-04,000820,神雾节能,主板,4,4/4,4.26,46.4,36.5,21.0,54.9,环保设备,高市净率,17,破增发价股|近期摘帽|高市净率,-43.5,3.77,12.65,32.3,0.12,0.98,14:36,0,-0.26,,
2026-08-04,002354,天娱数科,主板,3,3/3,7.88,26.5,-15.9,5.5,19.4,广告营销,人工智能,32,破增发价股|国产芯片|人工智能,-546.6,37.37,128.1,30.7,1.11,0.87,13:46,0,0.88,,
