日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-06-05,600293,三峡新材,主板,2,2/2,3.96,23.7,23.7,24.1,28.6,玻璃玻纤,央国企改革,20,,8.14,45.94,18.1,0.43,0.94,09:53,1,,,
2026-06-05,000520,凤凰航运,主板,2,2/2,4.6,27.4,15.6,-8.7,-3.8,航运港口,一带一路,2,,1.75,46.56,3.9,0.68,1.47,09:32,0,,,
2026-06-05,603500,祥和实业,主板,2,2/2,12.23,17.3,16.7,7.7,37.7,轨交设备,转债标的,2,,0.66,40.68,1.6,1.67,4.1,09:25,0,,,
2026-06-05,002138,顺络电子,主板,1,1/1,55.61,10.4,60.7,61.3,108.8,元件,华为概念,11,,43.03,420.69,10.7,0.24,0.06,13:00,9,,,
2026-06-05,002421,达实智能,主板,1,16/9,5.21,26.8,75.4,77.2,56.0,IT服务Ⅱ,华为概念,11,,40.04,104.38,38.9,0.69,0.66,09:31,6,,,
2026-06-05,600552,凯盛科技,主板,1,1/1,21.71,21.1,36.4,91.1,95.4,光学光电,央国企改革,20,,29.8,205.07,14.9,0.23,0.11,09:56,15,,,
2026-06-05,600063,皖维高新,主板,1,1/1,8.22,17.4,18.3,37.0,94.3,化学纤维,央国企改革,20,,24.63,170.08,14.8,0.18,0.11,10:43,16,,,
2026-06-05,603938,三孚股份,主板,1,3/2,52.82,16.6,78.1,196.7,281.2,化学原料,半导体概念,9,,24.48,202.1,12.4,0.47,0.23,09:49,6,,,
2026-06-05,002361,神剑股份,主板,1,1/1,16.81,10.4,-20.7,152.4,172.9,塑料,央国企改革,20,,24.22,136.0,18.4,2.0,1.47,10:13,1,,,
2026-06-05,002896,中大力德,主板,1,4/2,86.77,14.4,22.4,2.4,48.5,通用设备,机器人概念,16,,23.51,170.52,14.6,0.37,0.21,13:19,12,,,
2026-06-05,603078,江化微,主板,1,1/1,41.56,19.8,58.3,133.1,134.9,电子化学,央国企改革,20,,23.37,160.27,15.2,0.25,0.15,10:44,7,,,
2026-06-05,002251,步步高,主板,1,1/1,4.86,-0.4,16.8,-3.8,-8.1,一般零售,破增发价股,8,,16.38,104.61,15.9,0.92,0.88,09:32,1,,,
2026-06-05,002183,怡 亚 通,主板,1,1/1,7.01,14.0,18.6,46.0,55.8,贸易Ⅱ,央国企改革,20,,13.84,182.05,7.9,1.32,0.72,10:44,0,,,
2026-06-05,002254,泰和新材,主板,1,1/1,15.53,15.1,34.5,63.5,53.2,化学纤维,央国企改革,20,,12.71,132.11,9.9,0.05,0.04,10:12,13,,,
2026-06-05,603859,能科科技,主板,1,1/1,45.34,9.0,10.2,14.3,53.3,IT服务Ⅱ,华为概念,11,,10.92,110.95,9.9,0.21,0.19,09:31,7,,,2025年度向特定对象发行A股股票募集说明书(注册稿)
2026-06-05,002708,光洋股份,主板,1,1/1,15.86,15.8,17.4,28.2,42.6,汽车零部,央国企改革,20,,9.47,81.94,11.9,0.1,0.12,13:07,8,,,
2026-06-05,002354,天娱数科,主板,1,1/1,6.66,-6.9,4.6,2.9,1.8,广告营销,机器人概念,16,,8.31,108.27,7.7,1.02,0.94,09:25,4,,,
2026-06-05,002387,维信诺,主板,1,1/1,9.26,15.3,14.0,2.1,0.0,光学光电,小米概念,3,,8.27,129.17,6.5,0.16,0.12,09:52,5,,,
2026-06-05,600516,方大炭素,主板,1,3/2,5.83,15.9,1.9,-5.2,26.5,冶钢原料,电池技术,7,,7.52,234.71,3.2,0.23,0.1,09:38,1,,,方大炭素关于回购股份集中竞价减持股份计划公告
2026-06-05,002471,中超控股,主板,1,1/1,7.95,13.9,-7.7,85.7,38.0,电网设备,机器人概念,16,,7.47,106.81,7.0,1.44,1.35,09:31,0,,,2026-036关于中标的提示性公告
2026-06-05,600382,广东明珠,主板,1,1/1,9.68,18.8,17.9,41.9,102.9,冶钢原料,新能源车,10,,7.21,67.22,10.9,0.02,0.03,10:14,21,,,
2026-06-05,600973,宝胜股份,主板,1,1/1,7.62,9.5,2.7,29.4,48.8,电网设备,央国企改革,20,,6.98,104.5,6.8,0.5,0.48,09:56,3,,,
2026-06-05,600714,金瑞矿业,主板,1,1/1,32.9,12.1,51.9,164.9,217.6,化学原料,西部大开发,4,,6.88,94.81,7.6,0.35,0.37,09:59,3,,,
2026-06-05,603124,江南新材,主板,1,1/1,168.0,22.6,31.8,133.4,306.1,金属新材,电池技术,7,,6.64,130.38,5.2,0.23,0.18,10:14,1,,,
2026-06-05,603823,XD百合花,主板,1,1/1,29.62,16.7,74.5,85.2,146.2,化学制品,趋势股,10,,5.92,123.33,4.9,0.13,0.11,09:52,17,,,
2026-06-05,002613,北玻股份,主板,1,1/1,4.96,12.0,21.6,29.2,35.9,玻璃玻纤,光伏概念,6,,5.86,38.37,15.8,0.75,1.95,09:53,1,,,
2026-06-05,600207,安彩高科,主板,1,1/1,7.19,-4.5,27.0,41.3,56.0,光伏设备,央国企改革,20,,5.5,78.32,7.3,0.26,0.34,10:20,2,,,
2026-06-05,600996,贵广网络,主板,1,1/1,9.38,1.4,7.2,-18.4,10.1,电视广播,央国企改革,20,,5.1,116.95,4.5,0.93,0.8,13:01,4,,,
2026-06-05,603360,百傲化学,主板,1,1/1,20.22,-5.7,-7.8,-36.2,0.9,农化制品,半导体概念,9,,5.01,142.8,3.7,0.56,0.39,13:01,0,,,大连百傲化学股份有限公司关于以集中竞价方式回购股份实施结果暨股份变动的公告
2026-06-05,600776,东方通信,主板,1,1/1,15.94,9.3,-6.5,18.5,52.1,通信设备,央国企改革,20,,4.5,152.39,3.0,0.79,0.52,09:44,0,,,
2026-06-05,002194,武汉凡谷,主板,1,1/1,12.14,7.2,6.9,-4.7,-25.4,通信设备,华为概念,11,,4.31,62.02,7.1,1.57,2.53,09:39,0,,,
2026-06-05,000608,阳光股份,主板,1,1/1,5.52,20.5,49.6,108.3,198.4,房地产开,趋势股,10,,4.15,41.15,10.3,0.18,0.43,10:25,13,,,
2026-06-05,000759,中百集团,主板,1,1/1,5.7,-6.7,3.6,-19.9,-29.2,一般零售,央国企改革,20,,3.47,37.38,9.5,0.4,1.08,09:33,1,,,
2026-06-05,603725,天安新材,主板,1,1/1,12.84,15.7,28.3,38.7,67.4,家居用品,机器人概念,16,,3.44,36.81,9.8,0.29,0.78,13:38,2,,,
2026-06-05,003009,中天火箭,主板,1,1/1,55.4,9.7,-9.6,-11.3,27.5,航天装备,央国企改革,20,,3.42,91.24,3.9,0.91,1.0,13:47,0,,,
2026-06-05,002786,银宝山新,主板,1,1/1,8.83,5.0,9.7,-3.4,-1.9,专用设备,央国企改革,20,,3.33,43.63,8.0,0.04,0.1,13:18,12,,,关于董事兼总经理增持公司股份计划实施完毕的公告
2026-06-05,002892,科力尔,主板,1,1/1,10.88,2.6,4.3,-16.3,-19.2,电机Ⅱ,机器人概念,16,,3.3,54.52,6.4,0.04,0.07,13:15,5,,,
2026-06-05,002631,德尔未来,主板,1,1/1,7.45,6.6,-13.3,22.7,62.0,家居用品,节能环保,3,,3.22,59.12,5.7,0.27,0.46,11:21,1,,,
2026-06-05,002960,青鸟智控,主板,1,1/1,8.84,6.8,-13.2,-1.7,14.8,专用设备,机器人概念,16,,3.05,85.59,3.7,0.16,0.18,13:09,1,,,
2026-06-05,001400,江顺科技,主板,1,1/1,116.22,5.5,-19.9,159.9,198.5,专用设备,新能源车,10,,2.9,53.73,5.6,0.4,0.74,11:11,1,,,
2026-06-05,600303,曙光股份,主板,1,1/1,3.47,7.4,3.6,1.2,-15.4,商用车,新能源车,10,,2.62,23.51,11.8,0.33,1.41,13:00,0,,,曙光股份关于召开2025年年度暨2026年第一季度业绩说明会的公告
2026-06-05,600881,亚泰集团,主板,1,1/1,1.65,10.0,2.5,-17.9,-5.7,综合Ⅱ,央国企改革,20,,2.58,53.33,5.0,0.08,0.14,14:06,2,,,
2026-06-05,002903,宇环数控,主板,1,4/2,47.91,18.7,16.5,95.2,143.6,通用设备,机器人概念,16,,2.4,51.1,4.8,1.01,1.97,09:32,0,,,
2026-06-05,603992,松霖科技,主板,1,1/1,32.78,16.8,1.7,10.2,44.8,家居用品,机器人概念,16,,2.21,145.23,1.6,0.53,0.36,13:06,0,,,
2026-06-05,603270,金帝股份,主板,1,1/1,29.77,8.3,5.3,22.3,10.4,通用设备,新能源车,10,,2.13,21.05,10.7,0.47,2.25,13:54,0,,,
2026-06-05,603166,福达股份,主板,1,1/1,13.45,6.6,-0.4,-8.3,-11.2,汽车零部,机器人概念,16,,1.98,86.18,2.4,0.15,0.18,13:14,0,,,
2026-06-05,603888,新华网,主板,1,1/1,19.25,5.4,-6.5,-1.1,7.6,数字媒体,央国企改革,20,,1.93,129.89,1.5,1.26,0.97,09:25,0,,,新华网股份有限公司关于全资孙公司参与投资设立长沙泉仲创业投资合伙企业(有限合伙)的进展公告
2026-06-05,002983,芯瑞达,主板,1,1/1,24.84,0.7,8.1,13.3,27.6,光学光电,华为概念,11,,1.81,31.83,6.0,0.57,1.78,11:16,0,,,
2026-06-05,600819,耀皮玻璃,主板,1,1/1,7.04,3.8,3.2,-12.4,16.5,玻璃玻纤,央国企改革,20,,1.65,52.62,3.2,0.23,0.43,10:53,0,,,
2026-06-05,001256,炜冈科技,主板,1,1/1,24.82,9.9,-2.0,13.8,17.1,专用设备,专用设备,2,,1.61,26.54,6.3,0.2,0.75,13:13,2,,,
2026-06-05,603790,XD雅运股,主板,1,1/1,27.21,4.4,7.6,39.5,54.1,化学制品,化学制品,1,,1.5,52.07,3.0,0.2,0.39,13:22,2,,,
2026-06-05,603070,万控智造,主板,1,1/1,16.73,-2.4,22.5,28.0,30.7,电网设备,电网设备,1,,1.42,67.09,2.3,0.47,0.7,11:20,0,,,
2026-06-05,002877,智能自控,主板,1,1/1,8.64,9.1,-5.6,-9.1,1.3,通用设备,破增发价股,8,,1.41,20.78,7.1,0.53,2.57,11:08,0,,,
2026-06-05,603159,上海亚虹,主板,1,1/1,27.08,3.1,7.5,16.6,74.4,专用设备,专用设备,2,,1.4,37.91,3.8,0.21,0.57,10:40,0,,,
2026-06-05,603578,三星新材,主板,1,1/1,15.51,2.6,13.1,23.1,14.0,家电零部,家电零部,1,,1.35,27.97,5.0,0.71,2.53,14:22,0,,,
2026-06-05,603020,爱普股份,主板,1,1/1,10.67,9.2,-2.6,6.0,22.0,化学制品,人造肉,1,,1.18,40.08,3.0,0.75,1.87,13:41,0,,,爱普香料集团股份有限公司关于收购挪亚圣诺(太仓)生物科技有限公司100%股权的进展暨延期公告
2026-06-05,000517,荣安地产,主板,1,1/1,2.12,12.8,1.9,5.5,14.0,房地产开,长江三角,2,,1.14,52.83,2.2,0.37,0.7,09:32,1,,,
2026-06-05,000668,荣丰控股,主板,1,1/1,20.59,12.2,23.7,78.1,148.4,房地产开,趋势股,10,,1.14,30.23,3.8,0.41,1.35,09:55,0,,,
2026-06-05,603048,浙江黎明,主板,1,1/1,20.79,5.3,-9.1,-2.6,14.5,汽车零部,新能源车,10,,0.77,30.54,2.6,0.32,1.03,14:38,0,,,
2026-06-05,688017,绿的谐波,科创板,1,1/1,393.0,28.4,73.3,149.5,201.9,自动化设,机器人概念,16,,79.29,720.49,12.2,2.81,0.39,13:04,2,,,
2026-06-05,688056,莱伯泰科,科创板,1,1/1,48.16,50.5,34.1,37.7,51.0,通用设备,半导体概念,9,,3.06,32.49,9.8,0.14,0.44,09:35,2,,,
