日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,全部题材,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-07-08,301251,威尔高,创业板,2,2/2,60.92,17.7,34.3,57.2,115.8,元件,数据中心,12,华为概念|数据中心,221.8,13.54,46.05,29.6,0.02,0.05,09:30,8,0.65,,威尔高：DC/DC电源模块产品近期已获得批量订单
2026-07-08,300017,网宿科技,创业板,1,1/1,14.66,9.8,4.3,40.6,41.1,IT服务Ⅱ,人工智能,14,华为概念|人工智能|数据中心,50.2,40.51,343.25,12.2,2.74,0.8,10:06,1,13.8,,
2026-07-08,300454,深信服,创业板,1,1/1,106.56,10.1,2.7,-11.9,19.9,软件开发,人工智能,14,人工智能|信创|云计算,79.6,26.53,306.9,9.1,1.77,0.58,11:20,1,4.65,,
2026-07-08,301321,翰博高新,创业板,1,1/1,49.81,13.3,72.8,153.9,223.2,光学光电,华为概念,11,华为概念|新能源车|小米概念,-165.3,6.31,73.53,9.6,1.08,1.47,13:12,0,0.48,,关于参股公司收购资产的进展公告
2026-07-08,300369,绿盟科技,创业板,1,1/1,6.48,15.9,6.8,-15.1,-17.2,软件开发,人工智能,14,华为概念|人工智能|信创,-126.4,5.4,52.34,11.0,0.42,0.8,13:12,2,1.34,,
2026-07-08,301202,朗威股份,创业板,1,1/1,39.19,18.9,10.0,-4.1,-7.4,通信设备,数据中心,12,液冷概念|数据中心|算力概念,83.1,1.7,31.2,5.6,0.98,3.15,09:38,0,0.51,,
2026-07-08,603137,恒尚节能,主板,7,7/7,22.91,61.0,94.8,63.1,52.4,装修装饰,节能环保,1,节能环保|新型城镇化|装配建筑,-90.4,10.7,41.91,25.5,0.47,1.13,09:25,1,-0.91,,收购存储器资产，603137斩获6连板！公司提示：股价存在快速下跌风险
2026-07-08,600288,大恒科技,主板,3,3/3,17.11,31.1,32.8,10.6,67.3,软件开发,人工智能,14,通信技术|人工智能|虚拟现实,45.7,19.53,74.74,27.9,0.59,0.79,11:16,2,0.42,,
2026-07-08,002841,视源股份,主板,2,2/2,47.39,30.4,36.9,20.5,40.8,消费电子,人工智能,14,破增发价股|机器人概念|人工智能,30.2,13.48,247.07,5.5,0.35,0.14,09:34,2,0.33,,关于申请发行境外上市股份(H股)并上市的进展公告
2026-07-08,001365,天海电子,主板,2,6/3,47.81,10.6,12.8,,,汽车零部,央国企改革,17,央国企改革|机器人概念|新能源车,38.3,9.73,27.49,36.7,1.31,4.76,13:07,0,1.05,,
2026-07-08,002951,金时科技,主板,2,2/2,16.32,22.2,-18.7,11.6,3.8,其他电源,储能概念,2,储能概念|超级电容,-29.5,4.07,65.46,6.7,0.44,0.67,13:49,0,0.57,,
2026-07-08,600094,大名城,主板,2,2/2,4.22,19.5,5.5,0.2,32.3,房地产开,算力概念,4,长江三角|算力概念|低空经济,68.0,0.74,89.73,0.8,0.71,0.8,09:30,0,0.16,,
