日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-06-15,001359,平安电工,主板,2,2/2,117.85,26.4,18.1,87.1,317.5,塑料,电池技术,24,89.4,6.53,54.65,12.4,0.13,0.25,13:45,2,0.36,,
2026-06-15,605198,安德利,主板,2,2/2,71.28,24.7,22.9,100.6,44.4,农产品加,节能环保,4,75.2,4.71,192.84,2.5,0.45,0.23,09:33,9,-0.03,,
2026-06-15,603335,迪生力,主板,2,5/3,8.86,26.9,20.9,59.1,66.5,汽车零部,电池技术,24,74.0,0.15,37.93,0.4,1.58,4.16,09:25,0,0.08,,迪生力关于收购广东全芯半导体有限公司30%股权的公告
2026-06-15,002384,东山精密,主板,1,1/1,239.31,12.4,17.7,198.7,660.9,元件,通信技术,35,214.8,197.26,3317.61,6.2,2.67,0.08,11:26,11,35.27,,
2026-06-15,002281,光迅科技,主板,1,1/1,225.47,8.9,14.7,247.8,420.8,通信设备,央国企改革,36,175.6,129.54,1758.58,7.6,3.51,0.2,11:14,0,21.42,,
2026-06-15,000657,中钨高新,主板,1,1/1,86.9,27.9,53.9,244.7,634.6,小金属,央国企改革,36,101.6,99.67,1262.59,8.3,1.22,0.1,13:38,9,3.75,,A股重要指数明日调整，牛股批量入选
2026-06-15,002428,云南锗业,主板,1,3/2,101.49,29.1,12.4,262.3,434.7,小金属,通信技术,35,3478.8,96.06,662.77,15.0,2.66,0.4,13:07,1,13.26,,
2026-06-15,000636,风华高科,主板,1,1/1,65.03,17.1,140.9,295.3,396.8,元件,央国企改革,36,244.8,91.29,752.41,12.4,1.95,0.26,10:02,5,16.34,,
2026-06-15,600183,生益科技,主板,1,1/1,166.41,24.1,86.7,185.3,520.9,元件,通信技术,35,102.9,87.57,3984.69,2.3,7.34,0.18,10:01,0,20.67,,
2026-06-15,600549,厦门钨业,主板,1,1/1,71.28,20.9,34.5,85.1,260.4,小金属,央国企改革,36,37.3,79.36,1107.64,7.5,3.24,0.29,13:26,1,11.26,,
2026-06-15,600176,中国巨石,主板,1,1/1,45.77,28.7,35.9,204.9,322.6,玻璃玻纤,央国企改革,36,47.9,70.18,1832.24,3.9,1.15,0.06,10:28,2,11.03,,电子布年内第五轮涨价落地 AI算力需求拉动玻纤景气持续
2026-06-15,603629,利通电子,主板,1,1/1,167.37,3.1,-1.5,525.2,671.6,消费电子,国产芯片,9,82.2,53.22,431.87,12.6,1.19,0.27,10:31,3,3.59,,
2026-06-15,603083,剑桥科技,主板,1,1/1,201.29,15.2,7.2,80.4,353.6,通信设备,通信技术,35,211.6,53.04,554.73,9.8,1.48,0.27,14:45,0,6.14,,
2026-06-15,000960,锡业股份,主板,1,1/1,41.42,18.3,13.4,60.4,192.9,小金属,央国企改革,36,29.2,52.59,681.54,7.9,0.53,0.08,13:30,3,0.53,,
2026-06-15,600703,三安光电,主板,1,1/1,15.31,-6.9,-5.3,16.2,28.8,光学光电,通信技术,35,-153.5,47.95,763.82,6.4,1.39,0.18,09:56,31,7.48,,三安光电：董事长林志强今日增持100万股公司股份
2026-06-15,600362,江西铜业,主板,1,1/1,47.36,15.9,2.1,15.1,123.1,工业金属,央国企改革,36,20.5,42.73,982.84,4.4,1.49,0.15,13:56,0,1.66,,
2026-06-15,605589,圣泉集团,主板,1,5/3,64.15,30.9,54.8,146.1,143.5,塑料,电池技术,24,55.6,39.71,542.66,7.5,1.57,0.29,09:50,6,6.16,,
2026-06-15,603618,杭电股份,主板,1,1/1,42.75,8.8,17.4,429.1,627.0,电网设备,通信技术,35,-123.6,39.53,295.56,13.6,0.47,0.16,09:52,13,7.31,,
2026-06-15,002080,中材科技,主板,1,1/1,68.11,15.8,5.8,108.0,341.5,玻璃玻纤,央国企改革,36,58.2,36.88,1142.97,3.3,0.76,0.07,10:48,19,5.08,,
2026-06-15,603256,宏和科技,主板,1,1/1,228.68,21.3,70.6,584.0,1961.7,玻璃玻纤,通信技术,35,664.6,36.71,2011.76,1.9,0.26,0.01,13:02,27,2.97,,宏和科技关于公司2026年度申请综合授信额度预计的进展公告
2026-06-15,600460,士兰微,主板,1,1/1,35.37,10.1,14.3,28.8,49.7,半导体,半导体概念,19,128.3,31.1,588.58,5.4,1.5,0.25,09:59,5,7.32,,
2026-06-15,002851,麦格米特,主板,1,1/1,148.76,-0.2,16.1,87.7,220.9,其他电源,新能源车,24,565.0,29.21,681.7,4.3,2.87,0.42,09:42,1,6.09,,
2026-06-15,601179,中国西电,主板,1,1/1,14.82,5.8,-13.5,54.4,142.9,电网设备,央国企改革,36,57.5,27.57,759.66,3.7,2.27,0.3,09:43,1,10.22,,中国西电：下属6家子公司中标国家电网18.99亿元采购项目
2026-06-15,000070,特发信息,主板,1,1/1,18.81,1.9,-1.3,53.9,162.7,通信设备,央国企改革,36,-33.3,22.13,161.15,14.1,0.33,0.21,11:27,8,5.86,,
2026-06-15,600578,京能电力,主板,1,1/1,8.24,-6.6,17.5,75.3,84.3,电力,央国企改革,36,15.6,21.75,551.64,4.1,0.56,0.1,14:41,1,3.41,,
2026-06-15,605376,博迁新材,主板,1,1/1,194.71,12.5,58.3,238.1,387.6,金属新材,电池技术,24,209.7,20.84,509.36,4.2,0.28,0.06,10:47,9,1.75,,
2026-06-15,002364,中恒电气,主板,1,1/1,51.16,-2.4,6.9,108.1,243.8,其他电源,通信技术,35,220.1,19.85,285.53,7.2,0.01,0.01,14:20,4,0.47,,
2026-06-15,600226,亨通股份,主板,1,1/1,8.25,22.2,46.3,95.5,207.8,电力,电池技术,24,121.1,19.64,245.39,8.2,0.73,0.3,10:18,2,1.87,,
2026-06-15,605111,新洁能,主板,1,1/1,65.53,16.3,36.5,97.6,120.2,半导体,新能源车,24,71.6,19.39,272.17,7.3,0.09,0.03,13:42,21,1.54,,75只股即将分红 抢权行情能否开启？
2026-06-15,002859,洁美科技,主板,1,1/1,82.81,3.1,61.1,189.8,358.5,其他电子,华为概念,34,152.7,17.69,336.13,5.3,0.38,0.11,10:14,10,1.45,,
2026-06-15,002426,胜利精密,主板,1,1/1,3.86,2.9,1.6,13.5,36.4,消费电子,通信技术,35,-17.2,17.19,131.34,13.3,0.14,0.1,10:13,12,2.43,,
2026-06-15,002335,科华数据,主板,1,1/1,39.23,8.9,-15.5,5.5,35.8,其他电源,华为概念,34,68.7,16.09,258.81,6.4,0.12,0.04,14:43,5,2.44,,
2026-06-15,000811,冰轮环境,主板,1,1/1,33.85,15.8,2.2,99.9,278.2,通用设备,央国企改革,36,57.1,15.15,331.19,4.7,0.24,0.07,10:28,21,2.25,,
2026-06-15,000733,振华科技,主板,1,1/1,51.88,2.8,15.6,4.7,12.2,军工电子,央国企改革,36,29.2,14.9,287.46,5.3,1.35,0.47,09:39,0,2.87,,
2026-06-15,603011,合锻智能,主板,1,4/2,34.22,15.3,62.5,44.1,79.3,专用设备,通信技术,35,-59.4,14.64,169.19,8.9,0.85,0.5,11:13,0,1.17,,
2026-06-15,000823,超声电子,主板,1,1/1,20.09,17.6,23.4,52.8,96.4,元件,央国企改革,36,55.9,14.29,119.4,12.4,1.0,0.83,11:04,0,2.75,,
2026-06-15,600563,法拉电子,主板,1,1/1,157.3,2.1,19.5,58.4,55.6,元件,新能源车,24,29.6,13.95,353.93,4.0,0.49,0.14,10:17,25,1.83,,
2026-06-15,002975,博杰股份,主板,1,1/1,133.51,12.1,16.1,145.6,449.8,自动化设,通信技术,35,119.3,13.59,183.38,7.6,0.65,0.35,13:00,2,2.21,,
2026-06-15,601636,旗滨集团,主板,1,1/1,7.16,7.3,14.2,18.3,45.7,玻璃玻纤,国产芯片,9,130.7,13.35,211.84,6.4,0.26,0.12,10:09,16,2.51,,
2026-06-15,603979,金诚信,主板,1,1/1,77.84,17.7,23.7,12.0,81.3,工业金属,一带一路,21,19.3,12.43,485.56,2.6,0.03,0.01,09:32,13,0.24,,
2026-06-15,002815,崇达技术,主板,1,1/1,18.87,9.7,21.7,40.9,84.6,元件,通信技术,35,96.6,12.27,146.65,8.6,1.58,1.08,09:43,0,3.67,,
2026-06-15,002585,双星新材,主板,1,8/4,12.74,14.9,52.2,96.3,156.9,塑料,华为概念,34,-30.3,12.04,112.97,10.8,1.47,1.3,09:31,5,4.55,,
2026-06-15,603678,火炬电子,主板,1,3/2,63.97,12.9,99.6,97.7,81.5,军工电子,通信技术,35,120.4,11.36,304.22,3.8,1.27,0.42,09:40,0,3.04,,
2026-06-15,603186,华正新材,主板,1,6/3,187.33,37.7,85.6,319.2,644.6,元件,通信技术,35,101.5,11.31,293.72,3.9,1.64,0.56,09:39,0,1.41,,
2026-06-15,002741,光华科技,主板,1,1/1,32.59,26.6,43.0,59.0,85.5,电子化学,通信技术,35,126.5,10.8,138.95,7.9,1.5,1.08,09:32,0,1.96,,
2026-06-15,002515,金字火腿,主板,1,1/1,8.28,23.8,21.9,27.8,45.3,食品加工,电商概念,2,722.9,10.19,91.23,11.3,0.5,0.55,09:45,22,1.62,,
2026-06-15,603002,宏昌电子,主板,1,5/3,19.17,27.2,26.7,167.9,247.0,电子化学,通信技术,35,739.9,10.05,217.4,4.7,0.71,0.33,09:45,2,2.8,,
2026-06-15,002897,意华股份,主板,1,1/1,86.88,5.6,28.5,90.5,138.4,通信设备,通信技术,35,57.3,9.8,158.51,6.3,0.41,0.26,10:11,7,1.71,,
2026-06-15,600110,诺德股份,主板,1,1/1,14.23,32.5,40.8,108.7,308.9,电池,电池技术,24,-111.9,9.79,246.92,4.0,2.51,1.02,09:32,0,2.53,,
2026-06-15,002440,闰土股份,主板,1,1/1,9.98,15.8,0.2,30.1,23.9,化学制品,化学制品,1,13.9,9.69,94.45,10.4,0.36,0.39,09:31,2,1.54,,
2026-06-15,603267,鸿远电子,主板,1,1/1,68.42,1.6,22.5,40.7,51.7,军工电子,半导体概念,19,55.3,9.65,158.11,6.2,0.48,0.3,09:45,4,1.72,,【中证快报】6月14日中证投资资讯
2026-06-15,002745,木林森,主板,1,1/1,10.25,5.6,5.9,14.9,36.3,光学光电,半导体概念,19,-12.7,9.58,109.07,9.0,0.17,0.16,10:23,9,1.03,,
2026-06-15,601133,柏诚股份,主板,1,1/1,32.4,19.4,15.0,121.3,190.6,专业工程,半导体概念,19,89.1,9.02,169.9,5.4,0.12,0.07,09:49,11,2.2,,
2026-06-15,002051,中工国际,主板,1,1/1,11.62,4.5,9.9,27.0,43.7,专业工程,央国企改革,36,54.6,8.19,142.51,5.8,0.9,0.63,09:30,4,2.72,,经营合同公告
2026-06-15,603806,福斯特,主板,1,1/1,16.3,1.8,-3.6,21.4,34.8,光伏设备,电池技术,24,62.5,8.19,425.23,2.0,0.69,0.16,13:10,1,1.64,,
2026-06-15,603681,永冠新材,主板,1,1/1,27.39,23.4,32.4,43.3,81.2,化学制品,长江三角,9,47.3,8.09,65.12,13.0,0.36,0.55,11:19,4,0.98,,
2026-06-15,003036,泰坦股份,主板,1,8/4,90.38,21.3,111.2,481.8,637.2,专用设备,电池技术,24,399.9,8.08,195.48,4.3,0.36,0.18,09:53,6,1.07,,
2026-06-15,600353,旭光电子,主板,1,3/2,31.56,28.6,50.1,87.0,128.7,其他电子,通信技术,35,158.7,7.5,261.57,2.9,3.88,1.48,09:31,1,2.22,,
2026-06-15,603800,洪田股份,主板,1,1/1,74.83,2.7,30.5,52.8,238.4,专用设备,电池技术,24,655.3,7.43,155.65,4.9,0.31,0.2,11:05,0,-0.22,,
2026-06-15,605289,罗曼股份,主板,1,1/1,118.56,13.5,7.8,113.3,488.6,专业工程,新能源车,24,209.2,6.91,179.82,4.0,0.04,0.02,14:16,5,0.89,,
2026-06-15,000700,模塑科技,主板,1,1/1,15.84,-4.1,14.5,47.7,134.9,汽车零部,长江三角,9,29.2,6.57,145.41,4.6,1.15,0.79,09:48,0,2.17,,
2026-06-15,002903,宇环数控,主板,1,1/1,49.9,3.6,4.4,126.1,165.7,通用设备,半导体概念,19,-247.3,6.32,53.23,12.2,0.12,0.23,13:03,4,0.51,,
2026-06-15,002635,安洁科技,主板,1,1/1,17.45,5.5,4.1,31.4,37.0,消费电子,通信技术,35,100.2,6.26,69.02,9.3,0.22,0.32,10:59,5,0.92,,
2026-06-15,000593,德龙汇能,主板,1,1/1,22.67,13.4,-3.7,113.1,282.9,燃气Ⅱ,西部大开发,9,256.9,6.09,81.27,7.8,0.01,0.02,13:25,12,0.48,,
2026-06-15,603516,淳中科技,主板,1,1/1,122.4,-5.4,4.2,-35.6,248.9,计算机设,国产芯片,9,84.1,5.43,248.8,2.2,0.68,0.27,09:38,2,1.73,,
2026-06-15,002613,北玻股份,主板,1,1/1,4.79,-12.3,20.1,28.4,35.3,玻璃玻纤,光伏概念,3,499.0,5.4,37.06,15.0,0.8,2.17,09:43,0,1.9,,
2026-06-15,603045,福达合金,主板,1,1/1,80.15,-10.8,14.9,316.1,379.9,金属新材,通信技术,35,36.9,5.32,108.56,5.0,0.33,0.3,09:40,2,0.92,,
2026-06-15,002106,莱宝高科,主板,1,1/1,13.38,2.2,24.3,25.3,36.4,光学光电,华为概念,34,46.1,5.07,94.32,5.5,0.57,0.61,11:06,0,0.63,,
2026-06-15,600237,铜峰电子,主板,1,1/1,10.68,-4.6,21.8,18.8,56.4,元件,央国企改革,36,57.4,4.94,66.71,7.6,0.83,1.24,09:38,1,0.68,,
2026-06-15,002432,九安医疗,主板,1,1/1,66.99,-1.4,-8.1,67.9,93.1,医疗器械,新能源车,24,13.6,4.78,311.69,1.6,2.08,0.67,09:31,0,1.67,,
2026-06-15,603950,长源东谷,主板,1,1/1,65.49,5.5,-6.1,127.6,204.9,汽车零部,低空经济,3,53.9,4.76,211.93,2.3,0.23,0.11,14:55,0,0.59,,A股并购重组逻辑生变：赛道、估值与路径三重跃迁
2026-06-15,603052,可川科技,主板,1,1/1,90.78,3.7,-20.0,186.6,253.2,消费电子,通信技术,35,-2585.1,4.68,170.57,2.9,0.92,0.54,13:03,0,0.75,,起底屠文斌家族“操盘术”：举牌推高股价 实控人同步减持 牛散或已套现 谁在裸泳？
2026-06-15,603115,海星股份,主板,1,1/1,99.13,3.8,31.0,442.3,621.5,元件,元件,1,107.4,4.67,239.79,2.0,0.36,0.15,10:01,1,0.55,,
2026-06-15,002263,大东南,主板,1,1/1,4.15,13.4,5.3,25.4,59.6,塑料,央国企改革,36,430.1,4.64,77.95,6.0,0.6,0.77,09:32,1,2.47,,
2026-06-15,002730,电光科技,主板,1,1/1,30.77,10.7,-4.9,105.5,89.7,专用设备,人工智能,7,163.1,4.63,106.47,4.5,0.0,0.0,14:49,2,0.25,,主业失速、去年扣非“腰斩”，电光科技抛14亿元定增预案“押注”算力
2026-06-15,002913,奥士康,主板,1,3/2,61.58,21.8,18.7,46.2,122.7,元件,通信技术,35,91.7,4.5,185.78,2.5,0.42,0.23,10:35,0,0.74,,
2026-06-15,002824,和胜股份,主板,1,3/2,31.74,24.2,23.8,81.1,115.8,工业金属,华为概念,34,59.0,4.46,71.79,6.4,1.43,1.99,09:45,0,0.85,,
2026-06-15,600545,卓郎智能,主板,1,1/1,5.98,-4.3,-5.4,128.2,173.1,专用设备,华为概念,34,-19.5,4.41,106.92,4.2,0.7,0.66,09:39,1,0.99,,
2026-06-15,601872,招商轮船,主板,1,1/1,17.16,21.4,-1.6,99.1,168.8,航运港口,央国企改革,36,17.5,4.24,1385.59,0.3,3.43,0.25,09:25,0,1.34,,美伊达成协议后航运板块大涨，中远海能等“一”字涨停
2026-06-15,002552,宝鼎科技,主板,1,1/1,64.48,6.3,100.7,279.5,377.3,元件,央国企改革,36,145.2,4.24,237.61,1.8,0.44,0.18,09:37,2,0.1,,
2026-06-15,603458,勘设股份,主板,1,1/1,14.27,7.2,6.8,79.9,96.8,工程咨询,西部大开发,9,-11.4,4.0,43.68,9.3,0.4,0.92,09:47,4,0.39,,
2026-06-15,600293,三峡新材,主板,1,1/1,3.75,-9.2,20.6,22.5,25.0,玻璃玻纤,央国企改革,36,-66.2,3.97,43.51,9.4,0.45,1.02,09:44,1,0.41,,
2026-06-15,002990,盛视科技,主板,1,1/1,49.46,9.5,-28.7,81.6,82.6,计算机设,华为概念,34,220.0,3.8,68.26,5.7,0.94,1.38,10:45,0,0.94,,
2026-06-15,002137,实益达,主板,1,1/1,10.12,3.2,18.4,15.9,31.3,光学光电,通信技术,35,135.2,3.74,40.12,9.6,1.11,2.76,09:36,0,1.36,,
2026-06-15,600520,三佳科技,主板,1,1/1,29.58,5.0,-0.3,14.6,6.6,专用设备,央国企改革,36,349.8,3.66,46.86,8.2,0.14,0.31,13:04,0,0.36,,
2026-06-15,002849,威星智能,主板,1,1/1,17.95,10.5,0.4,32.7,24.1,通用设备,华为概念,34,75.7,3.6,39.28,9.3,0.04,0.1,09:45,16,0.97,,
2026-06-15,002174,游族网络,主板,1,1/1,11.09,3.2,-7.3,-3.5,-15.7,游戏Ⅱ,华为概念,34,-40.5,3.49,108.6,3.3,0.7,0.64,10:04,0,0.71,,
2026-06-15,603407,长裕集团,主板,1,1/1,57.15,11.3,-25.6,,,化学原料,化学原料,1,92.1,3.46,20.52,17.2,0.07,0.34,10:40,10,0.36,,
2026-06-15,600026,中远海能,主板,1,1/1,19.25,14.9,-12.0,65.7,82.6,航运港口,央国企改革,36,19.1,3.31,736.83,0.4,1.35,0.18,09:25,0,0.55,,美伊达成协议后航运板块大涨，中远海能等“一”字涨停
2026-06-15,603327,福蓉科技,主板,1,1/1,10.68,5.8,1.7,-9.3,23.4,消费电子,央国企改革,36,76.5,3.19,111.66,2.9,0.21,0.18,10:30,0,0.7,,
2026-06-15,002806,华锋股份,主板,1,1/1,18.82,-2.2,28.3,57.6,56.8,汽车零部,电池技术,24,-93.3,3.01,32.77,9.3,0.78,2.4,09:39,1,0.62,,
2026-06-15,002301,齐心集团,主板,1,1/1,8.1,11.4,-1.0,9.0,5.5,文娱用品,华为概念,34,78.4,2.65,58.16,4.7,0.1,0.18,10:21,3,0.81,,
2026-06-15,603007,顺景科技,主板,1,1/1,5.89,4.2,-29.6,13.5,5.2,汽车零部,新能源车,24,-23.3,2.34,40.94,5.8,0.56,1.36,09:31,2,0.24,,顺景科技：拟定增募资10.77亿元加码汽车电子 2025年净亏损2.28亿元
2026-06-15,601022,宁波远洋,主板,1,1/1,8.49,7.2,-1.2,-8.0,-13.0,航运港口,央国企改革,36,18.0,2.34,111.1,2.1,0.03,0.03,09:31,4,0.52,,75只股即将分红 抢权行情能否开启？
2026-06-15,000980,众泰汽车,主板,1,1/1,2.39,-1.6,-10.5,-36.6,13.8,汽车零部,新能源车,24,-34.8,2.33,120.52,2.0,0.6,0.5,09:33,0,1.03,,
2026-06-15,603726,朗迪集团,主板,1,1/1,27.83,14.0,1.5,30.2,83.1,家电零部,半导体概念,19,22.7,2.31,51.4,4.6,0.25,0.49,10:15,3,0.37,,
2026-06-15,603093,南华期货,主板,1,1/1,21.03,15.9,-9.7,9.8,-0.1,多元金融,参股期货,3,24.9,2.31,128.3,1.8,0.27,0.21,09:38,0,1.01,,
2026-06-15,601975,招商南油,主板,1,1/1,4.58,12.3,-7.0,52.0,64.6,航运港口,央国企改革,36,14.7,2.19,214.36,1.0,2.76,1.29,09:25,0,1.1,,美伊达成协议后航运板块大涨，中远海能等“一”字涨停
2026-06-15,002664,信质集团,主板,1,1/1,19.53,3.1,-15.8,-11.1,1.9,汽车零部,新能源车,24,51.2,1.92,78.62,2.5,0.18,0.23,10:32,0,0.65,,
2026-06-15,002992,宝明科技,主板,1,1/1,46.33,13.1,-3.6,-7.9,-18.8,光学光电,华为概念,34,540.1,1.91,72.38,2.7,0.62,0.86,13:48,4,0.3,,
2026-06-15,002961,瑞达期货,主板,1,1/1,21.46,13.1,-13.2,-22.4,17.9,多元金融,参股期货,3,15.3,1.87,102.35,1.9,0.87,0.85,09:51,0,0.35,,
2026-06-15,605058,澳弘电子,主板,1,1/1,40.61,11.9,8.4,38.6,72.4,元件,新能源车,24,39.0,1.77,58.04,3.1,0.68,1.18,10:45,0,0.31,,
2026-06-15,002972,科安达,主板,1,1/1,14.54,16.9,13.7,27.0,28.3,轨交设备,一带一路,21,38.6,1.66,19.58,8.8,0.2,1.02,10:10,0,0.56,,
2026-06-15,000777,中核科技,主板,1,1/1,18.06,8.7,-8.0,-15.4,-9.2,通用设备,央国企改革,36,44.0,1.65,69.24,2.5,0.55,0.79,13:00,0,0.69,,
2026-06-15,603499,翔港科技,主板,1,1/1,19.86,18.0,-8.3,1.1,26.9,包装印刷,工业互联,1,56.9,1.58,60.1,2.7,0.51,0.85,14:06,0,0.34,,
2026-06-15,603085,天成自控,主板,1,1/1,12.91,5.7,-8.0,16.9,14.2,汽车零部,新能源车,24,57.5,1.45,51.27,2.9,0.36,0.7,10:54,0,0.22,,
2026-06-15,001256,炜冈科技,主板,1,1/1,25.89,5.1,-0.0,25.2,25.6,专用设备,专用设备,1,25.6,1.43,27.68,5.4,0.26,0.93,11:07,0,0.1,,
2026-06-15,002136,安 纳 达,主板,1,1/1,13.84,15.6,-6.9,18.1,31.4,化学原料,央国企改革,36,-39.7,1.41,29.68,4.9,0.37,1.25,10:18,0,0.34,,
2026-06-15,605303,园林股份,主板,1,1/1,30.03,9.9,15.7,47.6,149.8,基础建设,节能环保,4,-29.2,1.37,48.42,2.9,0.36,0.74,09:36,1,0.3,,
2026-06-15,000520,凤凰航运,主板,1,1/1,4.57,-4.0,14.5,-8.2,-13.3,航运港口,一带一路,21,-121.3,1.33,46.25,2.9,0.59,1.28,09:33,0,0.53,,
2026-06-15,000411,英特集团,主板,1,1/1,10.44,-4.0,-11.5,-11.5,-0.9,医药商业,央国企改革,36,12.3,1.13,58.85,1.9,0.93,1.58,09:39,0,0.28,,
2026-06-15,605288,凯迪股份,主板,1,1/1,70.16,-4.3,22.2,19.0,71.0,自动化设,新能源车,24,199.1,1.05,68.95,1.6,0.67,0.97,09:43,0,0.14,,
2026-06-15,603373,安邦护卫,主板,1,1/1,36.22,6.3,9.4,34.1,32.9,专业服务,央国企改革,36,42.4,0.94,23.04,4.2,0.26,1.11,09:54,0,0.16,,
2026-06-15,000545,金浦钛业,主板,1,1/1,2.61,11.1,-10.6,-8.7,1.2,化学原料,电池技术,24,-5.1,0.75,25.72,3.0,0.37,1.42,09:35,0,0.38,,
2026-06-15,002040,南 京 港,主板,1,1/1,9.22,8.0,-11.3,-7.8,-21.8,航运港口,央国企改革,36,23.0,0.66,44.82,1.5,0.74,1.64,09:31,0,0.37,,
2026-06-15,600375,汉马科技,主板,1,1/1,4.33,6.9,-12.2,-26.5,-35.7,商用车,新能源车,24,110.2,0.64,63.33,1.0,0.47,0.74,09:30,0,0.32,,
2026-06-15,603070,万控智造,主板,1,1/1,16.04,-3.0,-2.6,25.7,27.1,电网设备,电网设备,1,105.8,0.58,64.32,0.9,0.68,1.06,09:37,0,0.23,,
2026-06-15,002021,中捷资源,主板,1,1/1,2.66,3.9,-14.7,4.3,17.7,专用设备,长江三角,9,-150.6,0.43,31.8,1.4,0.43,1.36,09:36,0,0.17,,
2026-06-15,603137,恒尚节能,主板,1,1/1,12.94,10.0,-6.6,-6.6,-2.4,装修装饰,节能环保,4,-51.0,0.35,23.67,1.5,0.39,1.65,09:31,1,0.1,,
2026-06-15,603727,博迈科,主板,1,1/1,15.41,7.8,-8.7,11.0,0.3,油服工程,一带一路,21,-480.2,0.34,43.41,0.8,0.48,1.1,09:32,0,0.15,,
2026-06-15,600636,退市国化,主板,1,1/1,1.8,-5.3,-60.1,-78.3,-77.4,教育,央国企改革,36,-3.0,0.16,7.9,2.1,0.05,0.64,09:56,1,0.03,,国新文化控股股份有限公司关于股份回购进展公告
