日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-06-09,002636,金安国纪,主板,2,2/2,70.38,39.0,47.2,323.3,709.4,元件,PCB,7,,10.06,509.77,2.0,2.96,0.58,09:30,0,,,
2026-06-09,603929,亚翔集成,主板,2,2/2,205.81,37.5,3.3,173.1,731.9,专业工程,半导体概念,31,,6.72,439.12,1.5,0.58,0.13,09:32,0,,,
2026-06-09,002362,汉王科技,主板,2,2/2,19.68,18.6,1.9,-12.2,-13.5,软件开发,国产芯片,12,,4.49,40.85,11.2,0.51,1.26,09:34,1,,,
2026-06-09,603616,韩建河山,主板,2,2/2,7.29,25.9,11.8,34.5,70.7,水泥,节能环保,8,,0.69,28.01,2.5,0.91,3.24,09:25,0,,,
2026-06-09,600487,亨通光电,主板,1,6/3,105.02,26.3,35.9,414.8,592.7,通信设备,华为概念,29,,174.94,2567.93,7.1,10.11,0.39,13:00,0,,,
2026-06-09,600183,生益科技,主板,1,1/1,147.47,5.1,81.6,133.8,455.4,元件,华为概念,29,,98.98,3531.17,2.9,4.42,0.13,13:00,0,,,
2026-06-09,000636,风华高科,主板,1,1/1,61.08,2.0,136.1,272.2,358.2,元件,电池技术,33,,93.21,706.7,13.7,4.97,0.7,10:46,3,,,
2026-06-09,601869,长飞光纤,主板,1,1/1,484.33,18.5,21.9,441.3,1309.1,通信设备,5G概念,15,,80.98,1968.02,4.3,2.32,0.12,13:21,3,,,
2026-06-09,600176,中国巨石,主板,1,1/1,39.12,0.6,3.5,152.7,259.6,玻璃玻纤,央国企改革,25,,69.31,1566.03,4.5,2.23,0.14,10:08,4,,,
2026-06-09,600396,华电辽能,主板,1,1/1,21.23,9.4,70.7,598.4,574.0,电力,央国企改革,25,,61.16,312.66,20.5,0.5,0.16,14:51,1,,,
2026-06-09,002138,顺络电子,主板,1,3/2,61.23,25.3,65.1,73.5,132.9,元件,电池技术,33,,57.56,463.2,12.8,0.8,0.17,13:04,8,,,
2026-06-09,001896,豫能控股,主板,1,5/3,21.56,18.1,31.4,288.5,359.7,电力,华为概念,29,,56.37,328.96,18.9,1.49,0.45,14:39,1,,,
2026-06-09,002484,江海股份,主板,1,4/2,91.98,10.2,114.5,232.0,381.2,元件,华为概念,29,,56.22,754.67,7.8,0.19,0.03,13:00,10,,,
2026-06-09,601208,东材科技,主板,1,1/1,59.62,16.1,29.3,187.5,527.6,塑料,电池技术,33,,55.95,602.27,9.4,2.33,0.39,09:32,4,,,
2026-06-09,002837,英维克,主板,1,1/1,69.72,3.3,-11.2,15.5,235.7,专用设备,华为概念,29,,46.0,788.16,6.0,1.73,0.22,13:13,14,,,
2026-06-09,600186,莲花控股,主板,1,1/1,11.54,19.7,9.9,112.1,82.6,调味发酵,半导体概念,31,,45.52,206.47,23.0,0.04,0.02,13:49,19,,,
2026-06-09,605358,立昂微,主板,1,4/2,71.17,32.2,42.4,136.0,198.7,半导体,半导体概念,31,,45.49,477.82,10.0,2.58,0.54,10:43,0,,,
2026-06-09,600330,天通股份,主板,1,1/1,29.46,-7.9,1.0,160.5,325.7,电子化学,电池技术,33,,42.82,363.37,12.2,1.4,0.39,13:09,14,,,
2026-06-09,603688,石英股份,主板,1,1/1,74.72,20.9,14.1,100.8,123.5,非金属材,半导体概念,31,,33.14,404.74,8.5,0.62,0.15,13:19,6,,,
2026-06-09,600673,东阳光,主板,1,1/1,34.71,-2.6,-13.0,45.9,248.8,综合Ⅱ,电池技术,33,,31.8,1041.84,3.1,0.41,0.04,11:11,3,,,
2026-06-09,603256,XD宏和科,主板,1,1/1,207.34,4.3,39.3,479.9,1670.3,玻璃玻纤,华为概念,29,,31.44,1824.03,1.8,0.82,0.04,13:00,2,,,
2026-06-09,002859,洁美科技,主板,1,1/1,88.33,9.9,80.8,204.5,371.8,其他电子,电池技术,33,,30.75,358.53,9.0,0.16,0.04,13:08,6,,,
2026-06-09,002129,TCL中环,主板,1,1/1,9.81,7.6,9.9,9.0,29.1,光伏设备,半导体概念,31,,29.04,396.3,7.8,1.47,0.37,10:34,0,,,
2026-06-09,002080,中材科技,主板,1,1/1,64.68,-1.1,4.4,85.2,285.1,玻璃玻纤,电池技术,33,,28.67,1085.41,2.7,1.08,0.1,13:01,6,,,
2026-06-09,002240,盛新锂能,主板,1,1/1,46.88,8.6,-18.5,53.7,298.6,能源金属,电池技术,33,,27.15,427.97,6.7,1.97,0.46,14:27,0,,,
2026-06-09,605376,博迁新材,主板,1,1/1,190.3,-0.2,41.7,252.7,446.4,金属新材,电池技术,33,,24.27,497.82,5.0,0.82,0.17,13:01,0,,,
2026-06-09,000681,视觉中国,主板,1,1/1,24.75,6.7,8.7,9.9,18.4,数字媒体,华为概念,29,,17.73,167.34,10.9,1.24,0.74,09:55,0,,,
2026-06-09,603663,三祥新材,主板,1,1/1,69.8,13.0,54.1,109.0,188.8,化学原料,电池技术,33,,17.64,295.13,6.1,1.0,0.34,09:40,1,,,
2026-06-09,000670,盈方微,主板,1,4/2,10.04,15.4,24.6,31.6,44.3,其他电子,半导体概念,31,,17.63,82.52,22.2,0.36,0.43,13:13,18,,,关于披露重组报告书暨一般风险提示性公告
2026-06-09,600226,亨通股份,主板,1,4/2,7.43,22.2,31.5,69.2,167.3,电力,电池技术,33,,15.74,221.0,7.4,0.5,0.23,13:28,0,,,
2026-06-09,002585,双星新材,主板,1,4/2,12.2,8.7,55.0,70.9,138.7,塑料,电池技术,33,,15.03,108.18,14.5,1.31,1.21,10:09,0,,,
2026-06-09,600641,先导基电,主板,1,1/1,27.03,5.4,-5.6,64.0,91.5,半导体,半导体概念,31,,14.43,251.55,5.9,0.46,0.18,14:18,0,,,
2026-06-09,600345,长江通信,主板,1,1/1,58.85,13.8,2.4,111.1,135.4,通信设备,央国企改革,25,,14.31,124.5,11.7,0.87,0.7,09:38,1,,,
2026-06-09,002971,和远气体,主板,1,4/2,43.59,27.6,39.9,37.1,99.0,化学制品,电池技术,33,,14.23,68.18,21.3,0.6,0.89,09:35,5,,,
2026-06-09,002048,宁波华翔,主板,1,1/1,29.25,17.4,-3.0,3.2,95.2,汽车零部,机器人概念,11,,13.38,207.62,6.8,0.23,0.11,13:58,14,,,
2026-06-09,605111,新洁能,主板,1,1/1,61.99,-0.0,39.2,83.0,98.3,半导体,半导体概念,31,,12.7,257.46,5.1,0.53,0.21,13:26,7,,,
2026-06-09,600458,时代新材,主板,1,1/1,15.73,21.5,25.9,20.0,28.4,轨交设备,华为概念,29,,12.38,136.62,9.4,0.21,0.16,13:06,4,,,
2026-06-09,603002,宏昌电子,主板,1,1/1,16.59,-9.7,8.3,122.0,187.5,电子化学,趋势股,28,,12.31,188.14,6.7,0.99,0.53,09:50,1,,,
2026-06-09,600110,诺德股份,主板,1,1/1,11.81,-0.3,6.7,59.4,214.9,电池,电池技术,33,,11.88,204.92,5.9,1.27,0.62,09:45,0,,,
2026-06-09,603039,泛微网络,主板,1,1/1,45.27,7.6,11.9,10.0,-14.5,软件开发,AI应用,2,,11.51,139.27,8.6,0.42,0.3,10:38,1,,,
2026-06-09,603124,江南新材,主板,1,3/2,166.32,16.7,23.7,119.5,302.2,金属新材,电池技术,33,,10.86,129.08,8.8,0.04,0.03,13:00,2,,,
2026-06-09,600596,新安股份,主板,1,1/1,14.94,14.2,25.2,32.9,87.4,农化制品,机器人概念,11,,10.68,201.63,5.5,0.65,0.32,13:00,1,,,
2026-06-09,000811,冰轮环境,主板,1,1/1,32.14,3.6,22.3,86.6,242.3,通用设备,电池技术,33,,9.48,314.46,3.1,0.53,0.17,13:03,4,,,
2026-06-09,002741,光华科技,主板,1,1/1,28.31,4.3,28.5,28.8,60.2,电子化学,电池技术,33,,9.16,120.7,7.9,1.9,1.58,13:01,0,,,
2026-06-09,002134,天津普林,主板,1,1/1,28.59,2.9,-3.1,29.2,13.5,元件,PCB,7,,7.98,70.79,11.6,0.05,0.07,11:21,6,,,
2026-06-09,003036,泰坦股份,主板,1,12/6,81.95,20.9,95.8,388.0,540.2,专用设备,电池技术,33,,7.43,177.25,4.3,0.4,0.23,11:13,0,,,
2026-06-09,603330,天洋新材,主板,1,7/5,8.53,9.8,18.5,10.5,22.7,塑料,华为概念,29,,7.14,34.69,22.0,0.46,1.31,10:21,0,,,
2026-06-09,605006,山东玻纤,主板,1,1/1,19.15,13.6,28.8,157.4,164.9,玻璃玻纤,央国企改革,25,,6.93,120.33,5.8,2.74,2.28,09:36,0,,,
2026-06-09,003018,金富科技,主板,1,1/1,54.68,0.2,13.1,187.8,367.0,包装印刷,液冷概念,3,,6.91,129.8,5.6,1.01,0.78,13:02,0,,,关于向银行申请并购贷款的进展公告
2026-06-09,002051,中工国际,主板,1,4/2,12.23,12.7,3.0,37.3,49.6,专业工程,华为概念,29,,6.43,149.99,4.4,0.67,0.44,09:55,0,,,
2026-06-09,002057,中钢天源,主板,1,1/1,10.74,16.0,9.7,7.7,29.9,专业服务,电池技术,33,,6.2,80.91,7.8,0.72,0.89,14:53,0,,,
2026-06-09,002515,金字火腿,主板,1,1/1,7.36,7.4,-1.2,4.4,23.1,食品加工,电商概念,5,,6.16,81.1,7.7,0.29,0.36,09:33,3,,,
2026-06-09,603260,合盛硅业,主板,1,1/1,39.33,8.6,-12.7,-28.1,-16.6,化学制品,半导体概念,31,,5.72,464.96,1.3,0.48,0.1,13:20,0,,,
2026-06-09,000608,阳光股份,主板,1,3/2,6.4,32.8,64.9,146.2,218.4,房地产开,趋势股,28,,5.68,47.71,12.6,0.03,0.07,14:56,0,,,
2026-06-09,002583,海能达,主板,1,1/1,9.39,13.5,-7.8,-15.8,-18.3,通信设备,5G概念,15,,5.49,120.45,4.7,1.18,0.98,09:47,1,,,
2026-06-09,000158,常山北明,主板,1,1/1,15.3,-0.6,-14.5,-27.5,-32.6,IT服务Ⅱ,华为概念,29,,5.47,242.95,2.3,1.17,0.48,09:57,0,,,
2026-06-09,002263,大东南,主板,1,1/1,4.03,5.2,-7.4,18.5,49.3,塑料,央国企改革,25,,5.41,75.7,7.2,0.65,0.86,09:33,1,,,
2026-06-09,002225,濮耐股份,主板,1,1/1,4.58,22.1,-4.8,-19.8,-4.4,装修建材,氢能源,2,,5.33,43.45,12.9,0.36,0.83,13:47,2,,,
2026-06-09,002137,实益达,主板,1,6/3,10.79,14.2,27.8,16.8,35.7,光学光电,半导体概念,31,,5.2,42.78,12.7,1.5,3.5,09:52,0,,,
2026-06-09,002970,锐明技术,主板,1,1/1,66.83,5.7,-11.9,38.1,34.7,计算机设,华为概念,29,,5.09,83.65,6.3,0.45,0.54,11:00,3,,,
2026-06-09,002993,奥海科技,主板,1,1/1,65.45,5.6,28.1,54.1,79.9,消费电子,华为概念,29,,4.86,156.06,3.2,1.22,0.78,10:37,0,,,
2026-06-09,605318,法狮龙,主板,1,1/1,105.96,14.0,7.3,99.8,291.7,装修建材,智能家居,2,,4.83,133.22,3.8,0.13,0.1,14:48,1,,,
2026-06-09,000048,京基智农,主板,1,1/1,16.21,16.1,7.8,21.4,2.3,养殖业,机器人概念,11,,4.6,85.8,5.5,0.38,0.44,13:01,0,,,
2026-06-09,001369,双欣材料,主板,1,1/1,14.88,3.1,-8.1,,,化学纤维,电池技术,33,,4.27,29.91,14.7,0.32,1.08,13:20,3,,,
2026-06-09,000037,深南电A,主板,1,1/1,11.39,-5.2,2.2,31.5,27.1,电力,深圳特区,4,,4.19,38.6,11.3,0.83,2.14,10:20,0,,,
2026-06-09,001215,千味央厨,主板,1,1/1,42.32,8.1,-13.7,12.8,44.2,食品加工,味蕾经济,2,,4.16,41.01,10.3,0.09,0.21,09:49,9,,,
2026-06-09,003043,华亚智能,主板,1,4/2,73.29,22.9,28.2,49.0,75.5,半导体,电池技术,33,,4.14,61.44,7.0,0.32,0.53,10:41,0,,,
2026-06-09,605589,圣泉集团,主板,1,1/1,54.64,1.0,38.4,105.1,96.0,塑料,电池技术,33,,4.12,462.21,0.9,7.19,1.56,09:25,0,,,
2026-06-09,001269,欧晶科技,主板,1,1/1,28.41,5.5,26.2,17.6,17.0,光伏设备,半导体概念,31,,4.07,54.66,7.8,0.26,0.47,10:56,1,,,
2026-06-09,002575,群兴玩具,主板,1,1/1,6.17,-1.0,-13.6,-16.3,-28.7,文娱用品,算力概念,1,,3.8,36.05,10.8,0.46,1.29,09:59,0,,,
2026-06-09,600611,大众交通,主板,1,1/1,4.48,-1.5,-4.3,-21.1,-29.1,铁路公路,电商概念,5,,3.67,70.04,5.4,0.44,0.63,10:10,1,,,
2026-06-09,002669,康达新材,主板,1,1/1,17.39,6.7,22.0,29.6,49.1,化学制品,半导体概念,31,,3.38,52.64,6.4,1.51,2.86,09:25,0,,,
2026-06-09,002584,西陇科学,主板,1,1/1,7.88,6.1,-2.6,-13.9,-21.0,电子化学,电池技术,33,,3.28,36.91,9.1,0.38,1.02,10:19,1,,,
2026-06-09,603211,晋拓股份,主板,1,1/1,31.43,18.6,11.7,64.8,70.9,汽车零部,机器人概念,11,,3.26,85.43,3.8,0.5,0.59,09:30,2,,,
2026-06-09,003026,中晶科技,主板,1,1/1,32.85,11.4,1.2,54.7,50.5,半导体,半导体概念,31,,3.21,47.49,7.0,0.81,1.7,10:44,0,,,
2026-06-09,605018,长华集团,主板,1,1/1,19.77,37.6,50.7,75.1,53.8,汽车零部,趋势股,28,,3.12,92.93,3.5,0.45,0.48,09:43,1,,,
2026-06-09,600903,贵州燃气,主板,1,1/1,9.14,-5.1,42.4,34.0,32.4,燃气Ⅱ,央国企改革,25,,3.11,106.39,3.1,0.27,0.26,13:24,0,,,
2026-06-09,603303,得邦照明,主板,1,1/1,29.37,15.0,57.7,129.5,163.1,照明设备,电池技术,33,,2.88,140.08,2.2,0.0,0.0,14:53,3,,,
2026-06-09,002995,天地在线,主板,1,1/1,23.54,-9.5,-0.2,23.9,19.1,广告营销,电商概念,5,,2.72,26.46,10.7,0.39,1.49,09:52,1,,,
2026-06-09,600198,大唐电信,主板,1,1/1,9.34,16.0,5.7,8.2,9.5,通信设备,半导体概念,31,,2.47,121.6,2.1,1.06,0.87,09:36,0,,,
2026-06-09,603150,万朗磁塑,主板,1,1/1,74.58,16.3,11.6,104.4,121.7,塑料,一带一路,4,,2.46,63.75,4.0,0.23,0.37,13:02,0,,,
2026-06-09,600500,中化国际,主板,1,1/1,5.95,-5.1,20.0,54.5,52.2,化学制品,电池技术,33,,2.41,213.5,1.1,0.83,0.39,09:30,0,,,
2026-06-09,603335,迪生力,主板,1,1/1,7.68,6.8,3.5,26.7,53.0,汽车零部,电池技术,33,,2.21,32.88,6.9,0.2,0.62,10:52,0,,,
2026-06-09,603163,圣晖集成,主板,1,1/1,106.54,7.7,3.6,80.8,292.9,专业工程,半导体概念,31,,2.18,106.54,2.1,1.9,1.79,09:38,0,,,
2026-06-09,600719,大连热电,主板,1,1/1,9.05,-2.6,-0.4,52.1,34.7,电力,央国企改革,25,,2.18,36.62,6.2,0.45,1.23,10:13,0,,,
2026-06-09,603020,爱普股份,主板,1,3/2,11.64,17.3,0.2,16.8,33.3,化学制品,味蕾经济,2,,2.18,43.72,5.1,0.03,0.08,14:33,3,,,
2026-06-09,002513,蓝丰生化,主板,1,1/1,5.97,3.1,-9.5,-16.2,8.0,农化制品,光伏概念,8,,1.99,17.26,11.9,0.05,0.29,14:09,3,,,
2026-06-09,600682,南京新百,主板,1,1/1,6.15,-0.3,-7.8,-21.5,-12.8,综合Ⅱ,电商概念,5,,1.92,71.59,2.8,0.22,0.31,10:28,2,,,
2026-06-09,000571,新大洲A,主板,1,1/1,5.73,2.3,4.6,-9.2,23.5,煤炭开采,反内卷概念,3,,1.83,46.64,4.0,0.28,0.59,13:04,0,,,
2026-06-09,002771,真视通,主板,1,1/1,16.92,-1.2,9.9,8.3,3.4,IT服务Ⅱ,华为概念,29,,1.74,29.53,6.2,0.25,0.85,09:54,0,,,
2026-06-09,605100,华丰股份,主板,1,1/1,36.3,2.6,-0.9,9.4,159.8,通用设备,电池技术,33,,1.72,86.36,2.1,0.36,0.42,13:05,0,,,
2026-06-09,000509,华塑控股,主板,1,1/1,4.8,-6.8,18.8,29.0,43.3,光学光电,央国企改革,25,,1.71,51.51,3.4,0.78,1.51,09:31,0,,,
2026-06-09,002769,普路通,主板,1,1/1,8.47,8.3,-15.4,-34.5,4.5,物流,电池技术,33,,1.54,31.59,5.1,0.53,1.67,11:09,0,,,
2026-06-09,000920,沃顿科技,主板,1,1/1,12.98,5.7,9.3,8.0,30.0,塑料,央国企改革,25,,1.5,61.34,2.5,0.96,1.57,09:36,0,,,2025年年度分红派息实施公告
2026-06-09,605177,东亚药业,主板,1,1/1,22.48,-0.5,6.6,15.9,20.1,化学制药,转债标的,6,,1.32,25.55,5.4,0.21,0.84,13:32,0,,,
2026-06-09,000029,深深房Ａ,主板,1,1/1,24.54,4.4,12.1,0.9,18.6,房地产开,央国企改革,25,,1.27,218.81,0.6,0.36,0.17,09:49,0,,,
2026-06-09,002676,顺威股份,主板,1,1/1,5.82,7.8,-28.6,-27.6,1.0,家电零部,央国企改革,25,,1.15,41.9,2.8,0.46,1.09,09:48,0,,,
2026-06-09,600579,中化装备,主板,1,1/1,7.17,8.5,-8.4,-18.2,-8.4,专用设备,央国企改革,25,,1.05,35.39,3.0,0.13,0.38,09:38,2,,,
2026-06-09,002141,贤丰控股,主板,1,1/1,3.33,1.8,-11.9,-12.4,-10.0,动物保健,电池技术,33,,0.93,34.4,2.7,0.89,2.57,09:38,0,,,
2026-06-09,002871,伟隆股份,主板,1,1/1,21.58,-3.9,6.0,41.6,104.9,通用设备,趋势股,28,,0.92,32.21,2.9,1.07,3.33,09:34,0,,,
2026-06-09,605069,正和生态,主板,1,1/1,11.34,-2.5,-28.6,12.7,0.9,环境治理,节能环保,8,,0.59,24.01,2.5,0.27,1.13,09:33,1,,,
2026-06-09,603065,宿迁联盛,主板,1,1/1,10.4,37.3,25.6,17.9,17.4,化学制品,化学制品,1,,0.57,43.57,1.3,2.74,6.3,09:25,0,,,宿迁联盛关于签订战略框架协议并拟设立合资公司的公告
2026-06-09,002976,瑞玛精密,主板,1,1/1,31.27,-4.7,-4.4,14.1,33.1,汽车零部,电池技术,33,,0.57,20.85,2.8,0.52,2.51,09:32,0,,,
2026-06-09,605081,退市太和,主板,1,1/1,0.44,-91.3,-91.3,-95.7,-96.8,环境治理,节能环保,8,,0.06,0.5,12.2,0.01,1.38,09:25,6,,,
2026-06-09,688207,格灵深瞳,科创板,2,2/2,20.93,38.6,26.5,33.2,41.9,IT服务Ⅱ,华为概念,29,,9.35,54.2,18.6,0.18,0.34,10:29,1,,,
2026-06-09,688126,沪硅产业,科创板,1,1/1,31.73,28.4,38.0,47.6,72.6,半导体,半导体概念,31,,65.16,866.76,8.0,3.21,0.37,11:08,2,,,
2026-06-09,688409,富创精密,科创板,1,1/1,164.59,17.6,35.4,140.1,205.9,半导体,半导体概念,31,,23.99,503.99,5.0,0.39,0.08,13:21,17,,,
2026-06-09,688141,杰华特,科创板,1,1/1,103.7,5.0,10.6,165.4,225.1,半导体,半导体概念,31,,18.92,466.98,4.2,0.87,0.19,09:49,4,,,
2026-06-09,688783,西安奕材-U,科创板,1,1/1,41.33,21.5,34.8,73.8,,半导体,半导体概念,31,,13.8,76.53,19.4,0.73,0.95,10:42,0,,,
2026-06-09,688596,正帆科技,科创板,1,1/1,45.53,18.4,37.0,56.5,29.6,专用设备,半导体概念,31,,12.35,133.92,9.7,0.44,0.33,11:01,1,,,
2026-06-09,688711,宏微科技,科创板,1,1/1,35.69,10.5,25.7,35.7,112.3,半导体,半导体概念,31,,8.85,76.05,12.3,0.23,0.3,10:30,7,,,
2026-06-09,688368,DR晶丰明,科创板,1,1/1,172.43,11.9,48.5,152.1,174.8,半导体,半导体概念,31,,8.66,213.01,4.3,0.56,0.26,10:46,0,,,
2026-06-09,688478,晶升股份,科创板,1,1/1,65.22,9.9,39.4,80.3,121.4,半导体,半导体概念,31,,5.18,90.24,6.2,0.42,0.47,13:44,0,,,
2026-06-09,688500,慧辰股份,科创板,1,1/1,52.87,1.1,6.2,-29.5,65.6,IT服务Ⅱ,华为概念,29,,2.94,39.12,7.8,0.46,1.18,09:58,2,,,
