日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,全部题材,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-08-05,300615,欣天科技,创业板,3,3/3,15.02,72.8,53.1,7.1,-4.3,通信设备,通信技术,21,新能源车|通信技术|5G概念,-75.3,0.61,22.99,2.7,2.43,10.57,09:25,0,0.24,,300615“一字”涨停！先进封装重磅会议将举行 8只概念股业绩报喜
2026-08-05,301026,浩通科技,创业板,1,1/1,21.49,25.3,8.3,-4.9,12.3,小金属,节能环保,5,小金属概念|节能环保,22.3,5.58,34.39,16.9,0.15,0.42,10:30,4,0.75,,
2026-08-05,300552,万集科技,创业板,1,1/1,24.88,23.8,10.7,-23.3,-10.8,计算机设,华为概念,24,破增发价股|机器人概念|华为概念,-34.0,5.28,33.61,16.2,0.18,0.52,09:30,2,1.08,,
2026-08-05,300248,新开普,创业板,1,1/1,10.07,27.6,29.9,-22.8,-33.3,计算机设,华为概念,24,破增发价股|华为概念|物联网,81.1,3.44,41.19,8.7,0.66,1.59,09:50,0,1.02,,
2026-08-05,301045,天禄科技,创业板,1,1/1,63.36,9.8,-31.7,61.3,148.6,光学光电,小米概念,4,小米概念|消费电子概念|MiniLED,190.8,2.6,44.17,6.3,1.15,2.61,10:05,0,0.5,,海外再传利好，算力硬件板块午后狂飙！2300亿龙头股逼近涨停
2026-08-05,300686,智动力,创业板,1,1/1,15.06,27.2,-8.3,-2.3,35.8,消费电子,华为概念,24,电池技术|华为概念|通信技术,-24.2,2.19,38.99,5.8,1.02,2.62,09:36,0,0.5,,关于公司对外投资并签订投资协议的公告
2026-08-05,003032,传智教育,主板,8,8/8,11.73,61.1,119.3,82.4,79.6,教育,华为概念,24,华为概念|2026中报扭亏|近期摘帽,-56.5,6.26,33.37,18.8,0.69,2.08,09:30,4,-0.1,,
2026-08-05,000593,德龙汇能,主板,4,4/4,22.52,35.1,-8.7,53.3,242.8,燃气Ⅱ,西部大开发,6,西部大开发|天然气|储能概念,255.2,5.48,80.73,6.9,0.83,1.03,09:25,1,-0.07,,紧急澄清资产注入传闻后，000593仍“一”字涨停，4连板！此前网红牛散“鑫多多”举牌
2026-08-05,002963,豪尔赛,主板,4,4/4,17.59,36.1,-7.4,13.0,28.7,装修装饰,国产芯片,7,国产芯片|智慧城市|智慧灯杆,-24.1,0.53,21.63,2.5,0.24,1.13,09:31,0,0.05,,豪尔赛：股价异动 上半年业绩预亏2600万元至3200万元
2026-08-05,601700,风范股份,主板,3,3/3,6.51,34.0,45.3,12.2,38.2,电网设备,央国企改革,16,央国企改革|电网概念|智能电网,-23.4,10.99,74.13,15.4,0.07,0.09,09:25,1,0.35,,
2026-08-05,603629,利通电子,主板,2,4/3,112.65,16.2,-8.7,297.4,587.4,消费电子,人工智能,13,国产芯片|人工智能|高市净率,77.3,30.51,406.35,7.6,0.36,0.09,09:33,4,4.87,,
2026-08-05,002080,中材科技,主板,2,2/2,48.81,11.9,-36.3,19.7,83.2,玻璃玻纤,通信技术,21,央国企改革|通信技术|5G概念,41.7,26.49,819.09,3.4,0.35,0.04,13:02,6,3.28,,
2026-08-05,002428,云南锗业,主板,2,2/2,82.71,23.5,-21.5,134.1,282.2,小金属,华为概念,24,半导体概念|华为概念|通信技术,2835.1,25.73,540.13,4.8,9.85,1.82,09:30,1,5.78,,
2026-08-05,601208,东材科技,主板,2,2/2,39.33,7.5,-37.1,45.8,141.7,塑料,半导体概念,23,半导体概念|通信技术|5G概念,104.5,23.25,397.3,6.1,0.03,0.01,10:50,0,2.32,,四川东材科技集团股份有限公司关于使用闲置募集资金进行现金管理的进展公告
2026-08-05,000811,冰轮环境,主板,2,2/2,39.47,6.2,-26.4,124.6,220.1,通用设备,电池技术,17,央国企改革|电池技术|创投,66.6,22.41,386.17,5.9,0.16,0.04,10:48,7,2.19,,冰轮环境子公司顿汉布什获海外磁悬浮冷机订单
2026-08-05,600397,江钨装备,主板,2,2/2,15.35,14.8,-33.5,34.8,150.0,专用设备,央国企改革,16,央国企改革|2026中报扭亏|高市净率,-88.1,21.59,151.96,14.8,0.09,0.06,13:59,3,2.91,,
2026-08-05,603186,华正新材,主板,2,2/2,119.31,6.1,-36.0,82.4,264.1,元件,华为概念,24,半导体概念|华为概念|通信技术,64.7,16.5,187.07,9.1,0.03,0.01,10:04,3,3.02,,
2026-08-05,000962,东方钽业,主板,2,2/2,51.63,13.9,-24.1,15.3,203.7,小金属,半导体概念,23,半导体概念|央国企改革|破增发价股,106.3,12.36,259.79,4.9,1.25,0.48,09:56,2,1.88,,
2026-08-05,002348,高乐股份,主板,2,2/2,12.12,21.9,13.6,99.7,216.4,文娱用品,电池技术,17,电池技术|人工智能|高市净率,-283.9,11.3,109.51,10.4,0.32,0.3,09:25,10,-1.07,,关于签署算力业务日常经营重大合同的公告
2026-08-05,001267,汇绿生态,主板,2,8/4,35.28,17.1,-19.8,30.9,161.4,通信设备,通信技术,21,通信技术|光通信模块|高市净率,333.2,10.31,214.7,5.0,0.79,0.37,09:42,2,2.08,,海外再传利好，算力硬件板块午后狂飙！2300亿龙头股逼近涨停
2026-08-05,603306,华懋科技,主板,2,2/2,67.46,10.4,-26.8,-17.2,51.2,汽车零部,通信技术,21,通信技术|光通信模块|CPO概念,155.4,9.9,222.28,4.6,0.01,0.01,11:24,0,1.51,,
2026-08-05,002980,华盛昌,主板,2,2/2,76.14,7.9,-31.4,241.0,209.6,电网设备,人工智能,13,人工智能|深圳特区|物联网,185.7,9.61,77.12,13.0,0.07,0.1,13:09,13,0.73,,
