日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,全部题材,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-07-27,301234,五洲医疗,创业板,4,4/4,70.5,107.4,110.5,74.1,90.8,医疗器械,医疗器械概念,11,医疗器械概念|医美概念|贬值受益,225.0,7.3,28.32,26.5,0.28,0.97,09:25,1,-0.7,,
2026-07-27,301526,国际复材,创业板,1,1/1,30.84,15.5,-41.0,287.9,543.8,玻璃玻纤,央国企改革,29,央国企改革|风能|华为概念,237.3,64.71,433.11,16.1,2.82,0.65,14:33,0,11.45,,
2026-07-27,300214,日科化学,创业板,1,3/2,14.23,66.8,38.8,90.0,101.6,化学制品,数据中心,9,液冷概念|数据中心|算力概念,-348.3,10.31,66.16,16.5,0.58,0.87,13:02,0,0.07,,
2026-07-27,300534,陇神戎发,创业板,1,1/1,13.42,11.5,93.1,30.2,24.4,中药Ⅱ,央国企改革,29,央国企改革|西部大开发|医疗器械概念,82.5,9.78,40.54,26.3,0.6,1.48,10:27,0,1.51,,
2026-07-27,300795,米奥会展,创业板,1,1/1,13.28,19.7,57.2,-5.4,-14.8,专业服务,电商概念,15,电商概念|人工智能|2026中报首亏,26.7,4.58,23.11,22.2,0.38,1.66,10:59,0,0.61,,
2026-07-27,301085,亚康股份,创业板,1,1/1,61.51,15.0,4.0,6.8,-0.2,IT服务Ⅱ,华为概念,21,华为概念|一带一路|数据中心,-39.3,4.45,36.24,13.1,0.38,1.05,13:40,0,0.35,,
2026-07-27,300802,矩子科技,创业板,1,1/1,22.72,42.9,-0.5,9.1,18.3,自动化设,华为概念,21,华为概念|光伏概念|人工智能,71.5,4.3,45.98,10.0,0.52,1.12,14:10,0,0.5,,
2026-07-27,300753,爱朋医疗,创业板,1,1/1,21.91,15.2,16.5,-35.1,-24.6,医疗器械,医疗器械概念,11,医疗器械概念|人工智能|人脑工程,-256.6,3.19,19.26,17.2,0.37,1.93,09:39,2,0.98,,
2026-07-27,300897,山科智能,创业板,1,1/1,14.94,18.8,3.0,-26.7,-25.5,通用设备,物联网,1,物联网|传感器|工业互联,194.1,0.74,18.27,4.3,0.16,0.88,09:47,0,0.22,,
2026-07-27,301121,紫建电子,创业板,1,1/1,33.86,17.0,3.2,-16.8,-15.8,电池,华为概念,21,电池技术|华为概念|锂电池概念,7257.4,0.74,17.13,4.4,0.4,2.34,09:31,1,0.15,,紫建电子：拟3.68亿元收购控股子公司宁波启象剩余49%股权
2026-07-27,002879,长缆科技,主板,5,5/5,19.86,61.1,50.7,-7.9,27.7,电网设备,风能,10,风能|商业航天|电网概念,28.9,9.63,27.24,37.5,0.43,1.57,09:38,1,-0.65,,
2026-07-27,603221,爱丽家居,主板,5,5/5,15.4,61.1,51.6,16.9,35.8,家居用品,电商概念,15,长江三角|电商概念|2026中报首亏,-188.2,0.08,37.31,0.2,3.51,9.4,09:25,0,0.05,,爱丽家居开盘一字涨停！晋级5连板，此前宣布6.5亿现金跨界并购半导体公司
2026-07-27,601606,长城军工,主板,3,3/3,35.26,35.1,26.6,-24.8,22.8,地面兵装,央国企改革,29,央国企改革|新能源车|军工,3687.1,24.56,255.36,9.8,1.64,0.64,09:38,4,1.96,,4.88亿主力资金净流入，兵装重组概念涨9.00%
2026-07-27,000533,顺钠股份,主板,3,3/3,10.51,34.2,9.9,9.9,52.1,电网设备,光伏概念,17,光伏概念|数据中心|储能概念,73.1,6.75,71.98,9.5,2.25,3.13,09:30,2,0.29,,
2026-07-27,603690,至纯科技,主板,2,2/2,24.88,15.1,-29.9,-19.2,-2.4,半导体,华为概念,21,半导体概念|华为概念|通信技术,-11.4,8.72,95.28,9.3,1.4,1.47,09:32,1,1.67,,
2026-07-27,002388,新亚制程,主板,2,2/2,4.8,29.7,-7.9,-17.4,7.1,其他电子,华为概念,21,电池技术|华为概念|锂电池概念,-78.8,3.1,24.29,13.3,0.75,3.1,09:42,1,0.34,,
2026-07-27,600617,国新能源,主板,2,2/2,3.73,27.3,41.8,12.0,30.0,燃气Ⅱ,央国企改革,29,央国企改革|天然气|长江三角,-26.1,2.0,66.23,3.1,1.15,1.73,09:31,0,0.22,,
2026-07-27,600176,中国巨石,主板,1,1/1,41.07,4.1,-44.6,100.8,229.4,玻璃玻纤,央国企改革,29,央国企改革|风能|PCB,43.0,90.65,1631.13,5.8,4.16,0.26,14:38,0,14.02,,
2026-07-27,002409,雅克科技,主板,1,1/1,169.35,29.8,-10.2,84.7,207.0,半导体,半导体概念,4,半导体概念|深成500|存储芯片,80.1,85.79,539.42,16.5,1.81,0.34,09:57,4,11.75,,
2026-07-27,002407,多氟多,主板,1,1/1,33.57,19.4,-19.1,8.5,163.6,化学制品,电池技术,13,半导体概念|电池技术|锂电池概念,76.3,66.56,362.14,19.5,2.61,0.72,14:56,0,4.82,,
2026-07-27,000636,风华高科,主板,1,1/1,44.24,5.6,-43.6,115.5,216.9,元件,央国企改革,29,央国企改革|电池技术|华为概念,166.6,55.41,511.86,11.1,1.99,0.39,09:55,2,9.93,,
