日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-06-16,603045,福达合金,主板,2,2/2,88.17,,,,,金属新材,新能源车,29,,14.3,119.42,12.4,0.09,0.08,13:30,19,0.12,,
2026-06-16,601636,旗滨集团,主板,2,2/2,7.88,,,,,玻璃玻纤,国产芯片,4,,12.08,233.14,5.3,0.81,0.35,09:41,0,1.39,,
2026-06-16,603186,华正新材,主板,2,7/4,206.06,,,,,元件,华为概念,26,,11.8,323.08,3.7,2.11,0.65,09:32,2,1.11,,
2026-06-16,605289,罗曼股份,主板,2,2/2,130.42,,,,,专业工程,新能源车,29,,10.21,197.81,5.2,0.05,0.03,09:49,9,-0.12,,
2026-06-16,002824,和胜股份,主板,2,4/3,34.91,,,,,工业金属,新能源车,29,,9.87,78.96,12.6,0.47,0.6,09:46,4,1.19,,
2026-06-16,002806,华锋股份,主板,2,2/2,20.7,,,,,汽车零部,新能源车,29,,9.57,36.04,27.2,0.07,0.19,13:01,41,-0.21,,
2026-06-16,603516,淳中科技,主板,2,2/2,134.64,,,,,计算机设,国产芯片,4,,9.14,273.68,3.4,0.53,0.2,09:38,2,1.45,,
2026-06-16,600545,卓郎智能,主板,2,2/2,6.58,,,,,专用设备,华为概念,26,,8.93,117.64,7.8,0.57,0.48,09:47,3,0.86,,
2026-06-16,002585,双星新材,主板,2,9/5,14.01,,,,,塑料,华为概念,26,,8.6,124.23,7.0,2.11,1.7,09:30,1,1.02,,
2026-06-16,002515,金字火腿,主板,2,6/3,9.11,,,,,食品加工,电商概念,7,,6.02,100.38,6.1,0.99,0.98,09:32,1,0.55,,
2026-06-16,002990,盛视科技,主板,2,2/2,54.41,,,,,计算机设,华为概念,26,,4.68,75.1,6.3,1.11,1.48,09:46,0,0.99,,
2026-06-16,603115,海星股份,主板,2,2/2,109.04,,,,,元件,元件,1,,4.03,263.76,1.6,0.45,0.17,09:42,0,0.63,,
2026-06-16,603407,长裕集团,主板,2,2/2,62.87,,,,,化学原料,化学原料,1,,3.78,22.58,17.2,0.37,1.62,10:11,0,0.55,,
2026-06-16,002552,宝鼎科技,主板,2,2/2,70.93,,,,,元件,央国企改革,33,,2.85,261.38,1.1,0.46,0.18,09:34,0,0.05,,
2026-06-16,600110,诺德股份,主板,2,6/3,15.65,,,,,电池,新能源车,29,,1.69,271.56,0.6,7.06,2.6,09:25,0,0.76,,
2026-06-16,002741,光华科技,主板,2,6/3,35.85,,,,,电子化学,电池技术,24,,1.68,152.85,1.1,2.91,1.9,09:25,0,0.34,,
2026-06-16,600353,旭光电子,主板,2,4/3,34.72,,,,,其他电子,华为概念,26,,1.43,287.76,0.5,5.29,1.84,09:25,0,0.5,,
2026-06-16,000777,中核科技,主板,2,2/2,19.87,,,,,通用设备,央国企改革,33,,0.91,76.18,1.2,3.13,4.11,09:25,0,0.12,,
2026-06-16,002436,兴森科技,主板,1,1/1,44.1,,,,,元件,华为概念,26,,86.89,669.41,13.3,1.63,0.24,13:05,12,8.99,,
2026-06-16,600105,永鼎股份,主板,1,1/1,58.88,,,,,通信设备,新能源车,29,,77.3,860.82,9.4,4.54,0.53,11:07,0,14.23,,
2026-06-16,002008,大族激光,主板,1,1/1,136.62,,,,,自动化设,华为概念,26,,77.11,1307.08,6.1,4.41,0.34,13:28,0,15.96,,
2026-06-16,600392,盛和资源,主板,1,1/1,29.03,,,,,小金属,央国企改革,33,,56.28,508.85,11.3,1.78,0.35,09:50,4,13.52,,
2026-06-16,002484,江海股份,主板,1,1/1,95.4,,,,,元件,央国企改革,33,,46.32,782.73,6.0,0.23,0.03,10:23,14,5.18,,
2026-06-16,601208,东材科技,主板,1,1/1,71.74,,,,,塑料,新能源车,29,,45.8,724.71,6.5,2.11,0.29,09:51,1,5.75,,
2026-06-16,603773,沃格光电,主板,1,1/1,151.03,,,,,光学光电,华为概念,26,,39.55,339.33,11.9,0.48,0.14,10:30,4,4.77,,
2026-06-16,600186,莲花控股,主板,1,1/1,13.33,,,,,调味发酵,半导体概念,10,,34.94,238.49,15.4,0.57,0.24,13:01,5,5.03,,
2026-06-16,600206,有研新材,主板,1,1/1,39.11,,,,,半导体,央国企改革,33,,32.49,331.09,10.1,1.99,0.6,09:40,2,6.99,,
2026-06-16,603260,合盛硅业,主板,1,1/1,51.03,,,,,化学制品,半导体概念,10,,24.61,603.28,4.4,0.37,0.06,13:23,1,2.02,,
2026-06-16,603078,江化微,主板,1,1/1,47.04,,,,,电子化学,央国企改革,33,,20.19,181.4,11.7,0.46,0.25,14:31,0,1.09,,
2026-06-16,000970,中科三环,主板,1,1/1,14.77,,,,,金属新材,央国企改革,33,,17.83,179.56,10.1,0.84,0.47,09:39,5,4.44,,
2026-06-16,000034,神州数码,主板,1,1/1,26.47,,,,,IT服务Ⅱ,华为概念,26,,16.99,224.77,7.9,0.43,0.19,14:14,6,2.8,,
2026-06-16,600458,时代新材,主板,1,1/1,17.49,,,,,轨交设备,央国企改革,33,,16.94,151.91,11.4,0.4,0.27,10:42,12,0.77,,
2026-06-16,603663,三祥新材,主板,1,1/1,82.98,,,,,化学原料,电池技术,24,,15.36,350.97,4.5,0.78,0.22,11:15,2,2.0,,
2026-06-16,002645,华宏科技,主板,1,1/1,33.63,,,,,环保设备,一带一路,16,,14.64,228.76,6.6,1.26,0.55,09:54,1,2.86,,
2026-06-16,600888,新疆众和,主板,1,1/1,12.49,,,,,工业金属,西部大开发,16,,13.12,193.98,7.1,0.46,0.24,13:05,5,1.88,,
2026-06-16,605006,山东玻纤,主板,1,6/3,23.98,,,,,玻璃玻纤,央国企改革,33,,12.79,150.68,8.8,0.25,0.16,09:47,1,3.68,,
2026-06-16,600397,江钨装备,主板,1,1/1,16.69,,,,,专用设备,央国企改革,33,,10.83,165.22,6.7,0.63,0.38,09:48,7,2.32,,
2026-06-16,601020,华钰矿业,主板,1,1/1,25.33,,,,,工业金属,西部大开发,16,,10.39,207.7,5.2,0.56,0.27,10:38,1,2.61,,
2026-06-16,600500,中化国际,主板,1,6/4,9.06,,,,,化学制品,央国企改革,33,,9.33,325.1,2.9,2.68,0.82,09:30,0,1.99,,
2026-06-16,000564,供销大集,主板,1,1/1,1.6,,,,,一般零售,西部大开发,16,,9.33,241.52,4.0,0.78,0.32,14:13,1,2.45,,
2026-06-16,002993,奥海科技,主板,1,1/1,71.75,,,,,消费电子,新能源车,29,,9.29,171.09,5.6,0.73,0.43,13:00,1,0.81,,
2026-06-16,002217,合力泰,主板,1,1/1,2.61,,,,,光学光电,央国企改革,33,,9.29,189.99,5.1,1.41,0.74,10:07,0,3.55,,
2026-06-16,002931,锋龙股份,主板,1,1/1,71.94,,,,,通用设备,新能源车,29,,8.75,144.78,6.3,0.76,0.53,10:32,0,1.22,,
2026-06-16,002194,武汉凡谷,主板,1,1/1,12.72,,,,,通信设备,华为概念,26,,8.65,64.98,13.6,0.89,1.37,09:48,1,3.01,,
2026-06-16,002446,盛路通信,主板,1,1/1,11.77,,,,,军工电子,华为概念,26,,8.38,99.78,8.6,0.75,0.75,09:43,0,2.87,,
2026-06-16,002805,丰元股份,主板,1,1/1,24.2,,,,,电池,新能源车,29,,7.05,67.47,10.8,0.32,0.48,11:17,0,1.5,,
2026-06-16,603989,艾华集团,主板,1,1/1,34.3,,,,,元件,华为概念,26,,6.57,136.78,5.0,0.63,0.46,13:02,1,0.92,,
2026-06-16,603318,水发燃气,主板,1,4/2,9.65,,,,,燃气Ⅱ,央国企改革,33,,5.66,44.3,13.3,0.5,1.13,10:29,1,1.64,,
2026-06-16,603175,超颖电子,主板,1,1/1,94.15,,,,,元件,新能源车,29,,5.31,42.81,12.6,0.19,0.44,09:47,9,1.27,,
2026-06-16,000048,京基智农,主板,1,6/4,19.11,,,,,养殖业,深圳特区,11,,5.07,101.15,5.4,0.67,0.66,10:20,0,0.37,,
2026-06-16,603861,白云电器,主板,1,1/1,16.48,,,,,电网设备,华为概念,26,,4.72,87.11,5.7,0.52,0.59,13:09,0,0.72,,
2026-06-16,002734,利民股份,主板,1,1/1,16.39,,,,,农化制品,电池技术,24,,4.65,71.19,6.8,0.44,0.62,13:24,1,1.33,,
2026-06-16,600228,返利科技,主板,1,1/1,8.92,,,,,数字媒体,电商概念,7,,4.58,37.11,12.9,0.01,0.02,13:12,20,0.04,,
2026-06-16,002885,京泉华,主板,1,1/1,43.29,,,,,其他电子,新能源车,29,,4.3,102.71,4.3,1.12,1.09,09:46,0,1.11,,
2026-06-16,603803,瑞斯康达,主板,1,1/1,13.33,,,,,通信设备,通信技术,21,,4.25,56.64,7.7,0.43,0.75,09:43,1,1.0,,
2026-06-16,000791,甘肃能源,主板,1,1/1,9.28,,,,,电力,央国企改革,33,,4.24,179.63,2.4,0.86,0.48,09:34,0,1.68,,
2026-06-16,002141,贤丰控股,主板,1,1/1,3.89,,,,,动物保健,电池技术,24,,4.22,40.18,10.7,0.2,0.49,10:03,8,0.77,,
2026-06-16,603271,永杰新材,主板,1,1/1,50.16,,,,,工业金属,华为概念,26,,4.04,47.44,8.8,0.19,0.41,14:01,5,0.41,,
2026-06-16,002735,王子新材,主板,1,1/1,21.44,,,,,包装印刷,新能源车,29,,4.01,61.12,6.6,1.0,1.63,09:30,0,2.35,,
2026-06-16,002927,泰永长征,主板,1,3/2,22.24,,,,,电网设备,通信技术,21,,3.96,49.09,8.4,0.2,0.42,10:21,0,0.9,,
2026-06-16,603042,华脉科技,主板,1,1/1,20.97,,,,,通信设备,通信技术,21,,3.44,33.68,10.6,0.62,1.85,13:02,0,0.32,,
2026-06-16,001283,豪鹏科技,主板,1,1/1,53.02,,,,,电池,电池技术,24,,3.28,54.82,6.1,0.34,0.63,10:21,0,0.77,,
2026-06-16,603166,福达股份,主板,1,1/1,14.8,,,,,汽车零部,新能源车,29,,3.25,94.83,3.5,0.29,0.31,10:20,0,0.99,,
2026-06-16,002303,美盈森,主板,1,1/1,3.64,,,,,包装印刷,深圳特区,11,,2.92,35.19,8.5,0.04,0.1,14:42,4,0.67,,
2026-06-16,603125,常青科技,主板,1,1/1,28.38,,,,,化学制品,光刻机(胶),1,,2.89,114.89,2.6,0.53,0.46,13:00,0,0.59,,
2026-06-16,603191,望变电气,主板,1,1/1,18.21,,,,,电网设备,西部大开发,16,,2.82,60.09,4.8,0.38,0.63,10:03,2,0.9,,
2026-06-16,605588,冠石科技,主板,1,1/1,61.97,,,,,光学光电,华为概念,26,,2.68,45.3,6.1,0.09,0.2,13:21,1,0.57,,
2026-06-16,000029,深深房Ａ,主板,1,6/3,27.62,,,,,房地产开,央国企改革,33,,2.67,246.28,1.1,0.59,0.24,10:32,0,0.45,,
2026-06-16,002782,可立克,主板,1,1/1,25.7,,,,,其他电子,新能源车,29,,2.63,125.05,2.2,1.08,0.86,09:51,0,0.85,,
2026-06-16,002989,中天精装,主板,1,1/1,30.88,,,,,装修装饰,央国企改革,33,,2.31,56.61,4.2,0.61,1.08,10:23,0,0.5,,
2026-06-16,000012,南  玻Ａ,主板,1,1/1,4.52,,,,,玻璃玻纤,一带一路,16,,1.9,88.56,2.2,0.94,1.06,09:37,0,0.96,,
2026-06-16,002910,庄园牧场,主板,1,1/1,11.21,,,,,饮料乳品,央国企改革,33,,1.88,19.18,10.1,1.73,9.01,11:07,0,0.18,,
2026-06-16,000541,佛山照明,主板,1,1/1,5.31,,,,,照明设备,央国企改革,33,,1.85,65.34,2.9,0.13,0.2,09:36,1,0.69,,
2026-06-16,002729,好利科技,主板,1,1/1,19.47,,,,,其他电子,新能源车,29,,1.81,34.16,5.5,0.39,1.15,13:14,0,0.5,,
2026-06-16,001266,宏英智能,主板,1,1/1,50.16,,,,,自动化设,机器人概念,7,,1.7,29.17,6.1,0.47,1.61,13:01,0,0.31,,
2026-06-16,603949,雪龙集团,主板,1,1/1,16.74,,,,,汽车零部,新能源车,29,,1.47,35.19,4.3,0.25,0.7,10:20,1,0.39,,
2026-06-16,605166,聚合顺,主板,1,1/1,10.76,,,,,化学纤维,转债标的,3,,1.42,33.87,4.3,0.41,1.2,10:06,0,0.37,,
2026-06-16,603169,兰石重装,主板,1,1/1,8.12,,,,,专用设备,央国企改革,33,,1.41,106.07,1.4,1.33,1.25,09:33,0,0.53,,
2026-06-16,002449,国星光电,主板,1,1/1,8.29,,,,,光学光电,央国企改革,33,,1.39,51.27,2.7,0.67,1.3,09:25,0,0.66,,
2026-06-16,605255,天普股份,主板,1,1/1,83.26,,,,,汽车零部,新能源车,29,,1.33,111.64,1.3,0.16,0.15,14:42,0,0.03,,
2026-06-16,002058,威尔泰,主板,1,1/1,24.81,,,,,通用设备,长江三角,3,,1.31,35.51,3.9,0.07,0.19,10:43,2,-0.05,,
2026-06-16,002700,万憬能源,主板,1,1/1,8.86,,,,,燃气Ⅱ,天然气,2,,1.22,19.03,6.7,0.86,4.51,09:57,0,0.19,,
2026-06-16,002346,柘中股份,主板,1,1/1,18.01,,,,,电网设备,电池技术,24,,1.2,70.62,1.8,0.65,0.93,10:44,0,0.23,,
2026-06-16,600052,东望时代,主板,1,1/1,4.02,,,,,电力,央国企改革,33,,1.15,33.94,3.6,0.28,0.83,14:10,0,0.18,,
2026-06-16,603721,中广天择,主板,1,1/1,20.49,,,,,影视院线,央国企改革,33,,1.15,26.64,4.6,0.28,1.04,10:24,0,0.12,,
2026-06-16,001387,雪祺电气,主板,1,1/1,12.91,,,,,白色家电,PCB,6,,1.12,15.04,7.7,0.3,2.01,10:49,0,0.25,,
2026-06-16,603196,璞源材料,主板,1,1/1,25.75,,,,,服装家纺,电池技术,24,,1.08,61.02,1.8,0.92,1.5,10:27,0,0.2,,
2026-06-16,002774,快意电梯,主板,1,1/1,12.02,,,,,专用设备,一带一路,16,,1.03,33.87,3.2,0.03,0.1,14:46,1,0.09,,
2026-06-16,002672,东江环保,主板,1,1/1,3.89,,,,,环境治理,央国企改革,33,,0.93,35.21,2.8,0.13,0.38,13:13,0,0.22,,
2026-06-16,600615,鑫源智造,主板,1,1/1,10.04,,,,,工业金属,西部大开发,16,,0.84,22.62,3.9,0.01,0.04,13:08,2,0.11,,
2026-06-16,000736,中交发展,主板,1,1/1,4.62,,,,,房地产开,央国企改革,33,,0.77,34.52,2.3,0.4,1.17,09:37,0,0.1,,
2026-06-16,000679,大连友谊,主板,1,1/1,6.68,,,,,一般零售,新零售,2,,0.76,23.81,3.3,0.35,1.47,13:13,0,0.17,,
2026-06-16,002047,宝鹰股份,主板,1,1/1,4.58,,,,,装修装饰,央国企改革,33,,0.67,69.44,1.0,0.36,0.52,09:30,0,0.18,,
2026-06-16,600192,长城电工,主板,1,1/1,7.59,,,,,电网设备,央国企改革,33,,0.64,33.53,2.0,0.45,1.36,09:40,0,0.33,,
2026-06-16,002160,常铝股份,主板,1,1/1,4.59,,,,,工业金属,央国企改革,33,,0.21,47.31,0.4,1.86,3.94,09:25,0,0.15,,
2026-06-16,688635,长进光子,科创板,1,1/1,509.99,,,,,通信设备,军工,2,,27.15,90.56,32.1,1.39,1.54,14:14,0,3.94,,
2026-06-16,688484,南芯科技,科创板,1,1/1,52.67,,,,,半导体,电池技术,24,,19.5,225.25,9.2,0.04,0.02,14:35,6,0.72,,
