日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,全部题材,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-08-12,300862,蓝盾光电,创业板,3,3/3,32.84,72.8,91.9,40.9,21.2,通用设备,华为概念,13,华为概念|节能环保|智慧城市,-63.8,0.68,49.74,1.4,6.38,12.82,09:25,0,0.25,,300862 连续3个“20cm”涨停！氢能产业迈入关键阶段 15只概念股业绩报喜
2026-08-12,300197,节能铁汉,创业板,1,1/1,2.3,21.7,30.7,23.0,4.1,基础建设,央国企改革,23,央国企改革|节能环保|雄安新区,-3.3,6.12,68.2,10.0,0.71,1.04,14:27,0,1.23,,
2026-08-12,301315,威士顿,创业板,1,1/1,46.16,18.8,27.1,-24.9,-15.6,软件开发,华为概念,13,机器人概念|华为概念|人工智能,125.5,2.62,40.62,6.7,0.7,1.73,09:41,0,0.52,,
2026-08-12,301602,超研股份,创业板,1,1/1,18.38,21.3,31.9,-17.2,-35.0,医疗器械,人工智能,13,机器人概念|医疗器械概念|人工智能,66.3,2.27,38.32,6.1,0.34,0.88,09:38,1,0.77,,
2026-08-12,600721,百花医药,主板,7,7/7,14.03,61.1,107.9,52.0,74.5,医疗服务,央国企改革,23,央国企改革|西部大开发|创新药,202.8,18.41,53.95,34.4,0.83,1.55,09:33,11,-1.08,,
2026-08-12,603758,秦安股份,主板,4,4/4,13.95,49.2,52.6,-6.4,-1.7,汽车零部,西部大开发,9,西部大开发|新能源车|反转股,43.1,0.36,60.42,0.6,2.71,4.48,09:25,0,0.11,,
2026-08-12,002248,华东数控,主板,3,3/3,12.17,35.7,48.1,-4.5,13.3,通用设备,工业母机,2,工业母机|反转股|高市净率,110.3,8.63,37.42,23.2,0.87,2.33,09:30,7,-0.12,,
2026-08-12,605179,一鸣食品,主板,3,12/8,30.39,30.2,136.3,50.5,50.1,饮料乳品,电商概念,7,趋势股|乡村振兴|电商概念,226.9,8.28,121.86,7.1,0.68,0.56,10:00,1,-0.26,,
2026-08-12,000802,北京文化,主板,3,3/3,5.69,32.9,64.9,16.8,9.6,影视院线,破增发价股,14,破增发价股|影视概念|文娱消费,-19.4,6.63,40.71,16.3,2.43,5.98,09:25,1,-1.14,,两连板北京文化异动澄清：参投2026年暑期档部分电影占比低预计对业绩无重大影响
2026-08-12,002329,皇氏集团,主板,3,3/3,4.2,27.7,29.6,9.1,10.2,饮料乳品,一带一路,13,西部大开发|一带一路|电商概念,-7.8,5.15,27.37,19.4,0.73,2.67,09:35,4,-0.0,,
2026-08-12,605286,同力天启,主板,3,3/3,30.99,31.6,30.1,-19.0,-22.7,专用设备,一带一路,13,一带一路|人工智能|数据中心,38.5,0.8,52.06,1.5,0.93,1.79,09:25,0,0.13,,
2026-08-12,600683,京投发展,主板,3,3/3,11.75,37.4,25.7,63.0,169.5,房地产开,央国企改革,23,央国企改革|长江三角|养老概念,-6.9,0.27,87.04,0.3,1.23,1.42,09:25,0,-0.05,,京投发展600683.SH)：2026年中报净利润为-3.13亿元，同比亏损扩大
2026-08-12,002031,巨轮智能,主板,2,2/2,6.42,19.3,24.4,-17.3,-21.8,专用设备,人工智能,13,机器人概念|人工智能|冷链物流,-59.5,13.52,122.85,11.1,3.07,2.5,09:30,1,2.66,,
2026-08-12,603897,长城科技,主板,2,2/2,32.05,21.5,20.6,24.7,36.3,电网设备,新能源车,6,新能源车,20.7,10.3,66.16,16.6,0.38,0.58,14:43,1,0.9,,长城科技603897.SH)2026年中报净利润为1.42亿元、较去年同期上涨3.25%
2026-08-12,600162,香江控股,主板,2,2/2,4.72,39.6,113.1,145.2,176.8,房地产开,养老概念,6,趋势股|深圳特区|养老概念,-176.1,7.89,154.27,5.2,0.64,0.41,09:33,2,0.19,,
2026-08-12,600881,亚泰集团,主板,2,2/2,2.06,17.7,24.8,13.2,6.2,综合Ⅱ,央国企改革,23,央国企改革|破增发价股|参股银行,-3.7,7.56,66.58,11.9,0.53,0.8,13:05,0,1.04,,
2026-08-12,002229,鸿博股份,主板,2,2/2,12.91,17.3,36.9,-21.3,-33.1,IT服务Ⅱ,人工智能,13,人工智能|参股银行|2026中报首亏,-24.4,3.34,63.67,5.2,2.79,4.39,09:30,0,1.6,,
2026-08-12,002047,宝鹰股份,主板,2,2/2,3.92,17.7,5.9,-6.7,76.6,装修装饰,央国企改革,23,央国企改革|一带一路|智慧城市,89.8,1.46,59.43,2.5,0.78,1.31,09:32,0,0.3,,
2026-08-12,603887,城地香江,主板,2,2/2,11.35,17.5,32.1,-30.8,-37.7,IT服务Ⅱ,华为概念,13,华为概念|数据中心|2026中报首亏,-69.2,0.81,68.33,1.2,2.12,3.11,09:25,0,0.35,,
2026-08-12,600105,永鼎股份,主板,1,1/1,41.21,12.7,-8.3,48.9,368.8,通信设备,华为概念,13,华为概念|一带一路|长江三角,586.7,81.65,602.49,13.9,3.56,0.59,10:44,7,18.07,,
2026-08-12,603228,景旺电子,主板,1,5/3,98.21,25.2,49.6,60.0,71.5,元件,华为概念,13,华为概念|趋势股|通信技术,86.3,61.45,964.34,6.8,4.45,0.46,14:43,0,7.16,,
2026-08-12,002792,通宇通讯,主板,1,8/5,37.11,20.7,19.9,-19.8,109.6,通信设备,华为概念,13,华为概念|一带一路|人工智能,1142.3,32.8,125.37,27.2,0.64,0.51,10:51,4,3.97,,
2026-08-12,600641,先导基电,主板,1,4/3,35.72,34.4,-9.3,101.0,141.4,半导体,长江三角,13,长江三角|参股银行|创投,791.6,25.33,332.42,8.1,1.63,0.49,10:28,0,2.06,,258家公司公布半年报 77家业绩增幅翻倍
2026-08-12,002552,宝鼎科技,主板,1,9/7,60.07,52.7,10.6,197.8,272.6,元件,央国企改革,23,央国企改革|一带一路|PCB,135.2,20.53,221.36,9.9,1.11,0.5,10:47,0,2.65,,
2026-08-12,002437,誉衡药业,主板,1,4/3,3.86,32.2,27.8,12.2,6.0,化学制药,创新药,3,病原体防治|创新药|股权分散,20.9,20.41,81.07,25.6,0.62,0.77,09:36,4,3.24,,
2026-08-12,600397,江钨装备,主板,1,7/4,18.74,22.1,7.1,44.0,188.8,专用设备,央国企改革,23,央国企改革|2026中报扭亏|高市净率,-107.6,17.36,185.52,9.8,1.12,0.6,10:05,0,3.47,,
2026-08-12,002379,宏桥控股,主板,1,1/1,21.34,13.3,34.2,-31.3,40.7,工业金属,养老金,2,并购重组概念|养老金,14.1,14.87,242.5,6.3,2.6,1.07,09:55,0,3.07,,今年以来118家公司完成定增，募资总额4026.70亿元
2026-08-12,002491,通鼎互联,主板,1,1/1,18.84,17.3,-5.2,96.5,275.3,通信设备,2026中报扭亏,8,通信技术|光纤概念|2026中报扭亏,-147.8,14.72,221.65,6.9,2.73,1.23,10:10,0,4.02,,通信设备概念盘中走强，光通信龙头第一季度业绩展望超预期|异动情报
2026-08-12,603538,美诺华,主板,1,1/1,33.33,20.9,1.0,120.5,63.6,化学制药,合成生物,2,合成生物|病原体防治|参股新三板,97.0,14.32,112.3,13.1,2.4,2.14,09:33,1,3.83,,美诺华603538.SH)2026年中报净利润为6368.91万元、较去年同期上涨29.83%
2026-08-12,603369,今世缘,主板,1,1/1,30.72,11.9,25.9,-3.0,-20.5,白酒Ⅱ,央国企改革,23,央国企改革|味蕾经济,16.3,13.67,383.02,3.6,0.68,0.18,13:52,2,2.61,,
2026-08-12,001696,宗申动力,主板,1,1/1,17.29,11.3,-1.0,-15.6,-28.2,通用设备,西部大开发,9,西部大开发|机器人概念|新能源车,32.4,12.88,154.12,8.7,2.06,1.33,11:20,1,3.21,,
2026-08-12,601700,风范股份,主板,1,8/6,7.59,16.6,74.9,37.3,61.1,电网设备,央国企改革,23,央国企改革|趋势股|智能电网,-27.3,11.87,86.43,14.4,0.6,0.69,10:33,0,1.7,,风范股份6天5板，兵装重组概念涨幅居前丨强势个股
