日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-06-17,603020,爱普股份,主板,1,4/2,13.89,16.0,32.5,39.6,55.6,化学制品,人造肉,1,,4.14,52.18,8.1,0.03,0.05,10:58,1,-0.04,,
2026-06-17,000695,滨海能源,主板,1,1/1,14.47,11.8,-1.8,14.2,7.8,电池,电池技术,22,,3.59,32.1,11.8,0.15,0.47,14:50,0,-0.03,,关于外国投资者战略投资之专项核查报告(更新)
2026-06-17,000811,冰轮环境,主板,1,3/2,36.52,16.2,5.5,116.6,313.1,通用设备,央国企改革,23,,3.48,357.31,1.0,3.16,0.88,09:25,0,0.65,,
2026-06-17,002918,蒙娜丽莎,主板,1,1/1,12.53,7.4,-25.4,-9.9,55.8,家居用品,转债标的,4,,3.19,26.84,12.5,0.52,1.94,10:35,1,0.08,,
2026-06-17,002906,华阳集团,主板,1,1/1,28.9,12.0,-8.3,-2.1,-7.8,汽车零部,华为概念,24,,3.18,151.61,2.2,0.82,0.54,09:49,0,-0.05,,
2026-06-17,002161,远 望 谷,主板,1,1/1,6.26,10.2,-10.8,-10.7,-7.8,其他电子,一带一路,9,,2.81,46.3,6.4,0.74,1.6,14:03,0,0.22,,
2026-06-17,001282,三联锻造,主板,1,1/1,21.18,24.4,-0.8,7.0,9.9,汽车零部,新能源车,6,,2.57,32.35,8.2,0.62,1.91,10:39,0,-0.04,,
2026-06-17,001223,欧克科技,主板,1,1/1,49.83,8.9,4.5,44.2,82.8,自动化设,电池技术,22,,2.45,34.8,7.3,1.39,3.99,13:01,0,0.08,,
2026-06-17,603139,康惠股份,主板,1,1/1,44.13,16.5,12.1,110.4,101.5,中药Ⅱ,西部大开发,11,,2.29,44.08,5.4,0.42,0.95,11:21,1,0.01,,
2026-06-17,002828,贝肯能源,主板,1,1/1,9.77,9.4,-14.8,-6.9,-19.7,油服工程,西部大开发,11,,2.08,19.64,11.0,0.57,2.89,10:29,0,0.07,,关于终止向特定对象发行A股股票事项暨控制权变更终止并撤回申请文件的公告
2026-06-17,001326,联域股份,主板,1,1/1,74.03,14.1,25.8,84.6,126.0,照明设备,一带一路,9,,2.01,17.78,11.5,0.29,1.61,10:09,4,-0.13,,75只股即将分红 抢权行情能否开启？
2026-06-17,603285,键邦股份,主板,1,1/1,50.58,16.1,4.0,108.1,118.1,化学制品,电池技术,22,,1.87,31.51,6.1,0.32,1.01,09:52,0,0.08,,
2026-06-17,002404,嘉欣丝绸,主板,1,1/1,6.84,10.0,2.1,2.4,15.2,服装家纺,光伏概念,6,,1.76,31.16,5.8,0.29,0.94,09:44,1,0.16,,
2026-06-17,603637,镇海股份,主板,1,1/1,18.27,1.4,2.9,75.2,61.4,专业工程,央国企改革,23,,1.62,43.61,3.8,0.55,1.26,09:53,0,0.31,,
2026-06-17,603976,正川股份,主板,1,1/1,27.7,17.2,31.3,45.9,59.6,医疗器械,西部大开发,11,,1.49,41.88,3.7,1.33,3.18,09:54,0,0.17,,
2026-06-17,600579,中化装备,主板,1,1/1,7.5,5.8,3.6,-8.1,-0.9,专用设备,央国企改革,23,,1.42,37.02,4.2,0.28,0.75,14:05,0,0.02,,中化装备科技(青岛)股份有限公司2025年度暨2026年第一季度业绩说明会投资者关系活动记录表
2026-06-17,600676,交运股份,主板,1,1/1,7.03,15.1,-13.1,26.4,46.8,汽车服务,央国企改革,23,,1.26,72.3,1.8,0.25,0.34,09:36,1,0.18,,【中证快报】6月16日中证投资资讯 | 全球央行增持意愿创纪录 黄金战略储备地位进一步提升
2026-06-17,603261,立航科技,主板,1,1/1,40.7,22.7,12.7,83.1,108.2,航空装备,西部大开发,11,,0.89,31.54,2.9,0.42,1.32,09:39,1,-0.2,,
2026-06-17,600876,凯盛新能,主板,1,1/1,9.42,10.0,1.8,-2.3,-6.6,玻璃玻纤,央国企改革,23,,0.72,37.27,2.0,0.98,2.63,09:32,1,-0.02,,
2026-06-17,603880,南卫股份,主板,1,1/1,8.06,5.2,-4.0,32.1,35.5,医疗器械,医疗器械概念,2,,0.58,23.3,2.6,0.16,0.68,11:01,0,0.13,,
2026-06-17,688766,普冉股份,科创板,1,1/1,580.2,51.4,40.5,357.3,850.7,半导体,华为概念,24,,55.87,862.78,7.2,0.65,0.08,14:43,1,1.49,,
2026-06-17,688082,盛美上海,科创板,1,1/1,361.2,36.3,95.1,108.2,242.4,半导体,半导体概念,15,,39.53,1724.42,2.5,2.73,0.16,13:37,0,-2.01,,
2026-06-17,688598,金博股份,科创板,1,1/1,49.79,52.2,48.4,75.1,115.6,非金属材,电池技术,22,,15.65,101.36,17.0,0.27,0.27,13:22,8,0.78,,
2026-06-17,688333,铂力特,科创板,1,1/1,89.4,14.9,0.1,4.9,52.5,通用设备,电池技术,22,,14.63,245.24,6.3,0.81,0.33,09:51,6,4.17,,
2026-06-17,688323,瑞华泰,科创板,1,1/1,60.3,51.1,82.0,186.5,343.7,塑料,华为概念,24,,13.47,108.54,13.2,0.5,0.47,13:01,5,-0.47,,
2026-06-17,688260,昀冢科技,科创板,1,1/1,123.61,39.9,150.9,308.6,646.9,消费电子,华为概念,24,,8.33,148.33,6.0,0.1,0.07,14:30,4,0.47,,多只牛股紧急公告！金安国纪澄清未与英伟达合作，长盈通17日起停牌核查
2026-06-17,688079,美迪凯,科创板,1,1/1,31.94,28.5,76.5,190.4,234.8,光学光电,华为概念,24,,4.93,129.16,4.0,1.23,0.95,09:35,0,0.0,,
