日期,代码,名称,板块,连板数,涨停统计,现价,近一周%,近一月%,近半年%,近一年%,所属行业,主题材,题材共振数,全部题材,PE_TTM,成交额(亿),流通市值(亿),换手率%,封单(亿),封单占流通%,首封时间,开板次数,主力净流入(亿),是否ST,消息驱动
2026-08-17,300684,中石科技,创业板,2,2/2,80.83,56.2,48.3,43.7,142.2,电子化学,华为概念,18,华为概念|通信技术|5G概念,70.9,2.94,165.36,1.8,8.6,5.2,09:25,0,0.72,,中际旭创拟入股，中石科技斩获两连板
2026-08-17,300570,太辰光,创业板,1,1/1,193.8,36.5,22.6,36.2,63.3,通信设备,通信技术,17,通信技术|5G概念|高市净率,145.8,45.08,372.47,12.7,3.43,0.92,10:35,0,6.09,,太辰光300570.SZ)2026年中报净利润为1.76亿元、较去年同期上涨1.71%
2026-08-17,300679,电连技术,创业板,1,1/1,51.17,25.2,17.0,23.7,9.1,消费电子,华为概念,18,华为概念|通信技术|5G概念,93.1,17.75,183.93,10.4,0.82,0.45,14:08,1,1.19,,关于参与投资设立的合伙企业对外投资进展公告
2026-08-17,301127,武汉天源,创业板,1,1/1,18.14,23.1,18.9,0.4,22.8,环境治理,节能环保,8,节能环保|转债标的|垃圾分类,57.1,14.26,118.71,12.4,0.44,0.37,09:37,3,0.95,,
2026-08-17,301626,苏州天脉,创业板,1,1/1,307.08,24.1,25.6,73.6,112.9,消费电子,华为概念,18,华为概念|新能源车|高市净率,315.0,12.35,161.58,8.2,0.55,0.34,10:42,1,1.16,,
2026-08-17,301282,金禄电子,创业板,1,1/1,35.17,47.3,80.1,72.4,80.5,元件,新能源车,11,新能源车|PCB|无人驾驶,79.2,11.25,62.1,19.6,1.06,1.71,13:38,0,0.69,,金禄电子301282.SZ)2026年中报净利润为5563.48万元、较去年同期上涨6.26%
2026-08-17,300345,华民股份,创业板,1,1/1,8.9,39.7,49.1,21.1,16.5,光伏设备,华为概念,18,华为概念|节能环保|军工,-26.6,10.77,42.76,26.9,0.44,1.02,11:09,3,2.1,,
2026-08-17,300314,戴维医疗,创业板,1,1/1,14.74,39.8,51.6,4.0,-0.3,医疗器械,医疗器械概念,3,医疗器械概念|婴童概念,57.1,3.76,21.19,18.5,0.35,1.67,09:44,0,0.7,,
2026-08-17,301516,中远通,创业板,1,1/1,19.32,21.1,7.8,15.4,3.9,其他电源,通信技术,17,新能源车|通信技术|5G概念,-112.6,3.48,13.56,27.8,0.1,0.73,13:01,0,0.71,,
2026-08-17,300313,天山生物,创业板,1,1/1,10.73,27.0,36.5,50.7,-0.8,养殖业,高市净率,10,近期摘帽|高市净率,-142.4,2.53,21.18,12.6,0.39,1.86,09:48,0,0.43,,
2026-08-17,002081,金 螳 螂,主板,4,4/4,5.82,45.1,62.6,67.2,66.8,装修装饰,半导体概念,18,半导体概念|长江三角|电商概念,38.1,27.83,153.89,18.3,1.16,0.76,09:30,9,1.65,,两连板金螳螂异动澄清：洁净类装修业务占营收及净利润比例较低
2026-08-17,002172,澳洋健康,主板,4,4/4,4.99,46.3,61.5,14.2,20.2,医疗服务,高市净率,10,节能环保|长江三角|高市净率,112.7,9.8,38.18,26.9,0.54,1.43,09:49,0,0.04,,
2026-08-17,603330,天洋新材,主板,4,4/4,11.75,47.8,74.6,57.5,63.4,塑料,华为概念,18,华为概念|光伏概念|消费电子概念,-21.3,1.39,47.79,2.9,1.96,4.1,09:25,0,0.08,,英伟达CPO交换机全面量产！A股光模块大涨，中石科技2连板
2026-08-17,603118,共进股份,主板,3,3/3,19.32,31.6,29.2,61.1,66.3,通信设备,央国企改革,25,央国企改革|华为概念|通信技术,190.3,20.22,152.1,13.3,1.53,1.0,09:30,11,0.05,,英伟达CPO交换机全面量产！A股光模块大涨，中石科技2连板
2026-08-17,600613,神奇制药,主板,3,3/3,7.05,35.8,43.9,11.9,3.7,化学制药,长江三角,6,破增发价股|长江三角|参股银行,104.2,2.74,33.79,8.2,1.99,5.87,09:30,0,0.28,,
2026-08-17,003031,中瓷电子,主板,2,2/2,143.09,26.9,33.4,95.1,155.9,通信设备,央国企改革,25,半导体概念|央国企改革|华为概念,101.9,23.87,486.73,5.1,1.19,0.24,13:21,1,3.15,,
2026-08-17,600353,旭光电子,主板,2,2/2,34.13,25.0,13.4,79.9,110.5,其他电子,华为概念,18,华为概念|通信技术|5G概念,171.7,11.08,282.87,3.9,1.7,0.6,09:30,2,0.99,,
2026-08-17,603186,华正新材,主板,2,10/5,184.31,21.3,15.7,131.0,380.6,元件,半导体概念,18,半导体概念|华为概念|通信技术,99.9,8.62,288.98,3.0,4.14,1.43,09:25,1,1.26,,
2026-08-17,002907,华森制药,主板,2,2/2,16.79,20.8,27.6,14.9,-6.0,中药Ⅱ,西部大开发,7,西部大开发|病原体防治|中药概念,121.9,3.13,56.38,5.6,0.85,1.51,09:32,0,0.89,,
2026-08-17,002651,利君股份,主板,2,2/2,9.23,16.4,29.6,-14.5,-28.1,航空装备,节能环保,8,节能环保|军工|商业航天,231.8,2.82,52.19,5.6,0.59,1.14,09:33,0,0.95,,
2026-08-17,603095,越剑智能,主板,2,4/3,16.43,24.3,34.8,-20.2,5.5,专用设备,参股银行,3,参股银行,64.1,1.61,42.43,3.9,0.32,0.76,09:34,0,0.14,,
2026-08-17,603079,圣达生物,主板,2,2/2,14.75,20.8,32.2,-25.2,-21.0,化学制品,维生素,3,破增发价股|维生素|食品安全,52.0,0.76,27.88,2.7,0.72,2.58,09:30,0,0.12,,
2026-08-17,603089,正裕工业,主板,2,2/2,10.73,19.1,30.7,-22.8,-32.6,汽车零部,新能源车,11,机器人概念|新能源车|2026中报首亏,51.6,0.68,25.76,2.7,0.29,1.11,09:30,0,0.07,,
2026-08-17,002820,桂发祥,主板,2,2/2,11.15,18.5,29.8,-6.9,-22.6,休闲食品,央国企改革,25,央国企改革|电商概念|新零售,-81.3,0.54,22.4,2.4,1.29,5.75,09:25,0,0.19,,
2026-08-17,002156,通富微电,主板,1,1/1,69.26,9.6,1.3,43.0,142.3,半导体,半导体概念,18,半导体概念|华为概念|通信技术,72.7,99.41,1050.99,9.7,4.97,0.47,11:00,1,22.64,,
2026-08-17,002436,兴森科技,主板,1,1/1,38.3,14.5,12.4,67.6,134.8,元件,半导体概念,18,半导体概念|华为概念|通信技术,451.1,57.19,581.37,10.2,2.1,0.36,13:33,1,9.08,,
2026-08-17,600206,有研新材,主板,1,1/1,55.86,7.4,40.2,150.8,187.0,半导体,央国企改革,25,半导体概念|央国企改革|华为概念,148.7,37.36,472.88,8.1,6.53,1.38,09:45,0,10.7,,
2026-08-17,002353,杰瑞股份,主板,1,1/1,166.09,13.9,41.4,70.0,261.4,专用设备,一带一路,9,深成500|一带一路|数据中心,64.5,33.91,1147.8,3.0,0.57,0.05,10:56,1,4.62,,关于“质量回报双提升”行动方案的进展公告
2026-08-17,600330,天通股份,主板,1,1/1,27.48,17.0,43.0,65.3,220.3,电子化学,半导体概念,18,半导体概念|通信技术|5G概念,-132.9,30.22,338.95,9.3,1.6,0.47,10:41,0,4.26,,
2026-08-17,002437,誉衡药业,主板,1,7/5,4.98,45.2,69.4,49.5,32.4,化学制药,股权分散,4,病原体防治|维生素|股权分散,27.0,29.65,104.59,29.9,1.16,1.11,09:57,5,3.47,,
2026-08-17,002028,思源电气,主板,1,1/1,183.15,10.7,24.5,-13.6,112.1,电网设备,半导体概念,18,半导体概念|光伏概念|长江三角,43.2,23.77,1118.63,2.2,1.22,0.11,10:04,1,3.04,,思源电气002028.SZ)2026年中报净利润为14.64亿元、较去年同期上涨13.23%
2026-08-17,000737,北方铜业,主板,1,1/1,14.95,3.0,24.0,-6.1,27.7,工业金属,央国企改革,25,央国企改革|深成500|PCB,27.5,20.2,284.73,7.3,0.41,0.14,11:05,1,4.36,,
2026-08-17,603011,合锻智能,主板,1,1/1,26.68,11.4,31.8,2.9,65.4,专用设备,半导体概念,18,半导体概念|新能源车|通信技术,-46.3,20.18,131.91,15.7,0.61,0.46,09:42,1,2.26,,
2026-08-17,000811,冰轮环境,主板,1,1/1,45.09,6.1,4.2,157.5,218.0,通用设备,央国企改革,25,央国企改革|电池技术|数据中心,76.1,18.61,441.16,4.4,1.32,0.3,13:30,0,2.3,,
2026-08-17,603067,振华股份,主板,1,1/1,36.52,3.4,12.7,3.4,117.5,化学原料,电池技术,7,电池技术|锂电池概念|军工,41.6,14.22,275.92,5.3,1.22,0.44,13:38,0,1.55,,
2026-08-17,002229,鸿博股份,主板,1,5/3,13.82,29.5,51.9,-17.3,-30.1,IT服务Ⅱ,2026中报首亏,11,人工智能|2026中报首亏|股权分散,-26.2,13.68,68.15,20.6,1.46,2.14,09:41,0,3.94,,
2026-08-17,601700,风范股份,主板,1,11/7,7.22,2.0,60.1,26.9,51.4,电网设备,央国企改革,25,央国企改革|趋势股|电网概念,-26.0,12.89,82.22,16.3,0.69,0.84,09:58,3,3.54,,
2026-08-17,603823,百合花,主板,1,1/1,78.09,14.2,11.3,363.2,475.0,化学制品,电池技术,7,电池技术|锂电池概念|光刻胶,198.2,11.17,325.14,3.5,0.56,0.17,09:37,4,2.95,,
2026-08-17,600459,贵研铂业,主板,1,1/1,22.97,5.4,29.6,6.6,48.2,小金属,央国企改革,25,半导体概念|央国企改革|新能源车,28.7,11.03,174.5,6.6,1.12,0.64,13:05,1,2.32,,
2026-08-17,605179,一鸣食品,主板,1,15/10,35.1,39.7,139.9,76.3,76.2,饮料乳品,电商概念,9,乡村振兴|电商概念|新零售,262.1,10.97,140.75,8.1,0.67,0.48,10:28,0,1.07,,
2026-08-17,000779,甘咨询,主板,1,1/1,10.63,-8.1,-13.1,6.1,13.3,工程咨询,央国企改革,25,央国企改革|西部大开发|乡村振兴,32.5,10.59,49.41,22.2,0.51,1.03,10:07,1,3.14,,
2026-08-17,600172,黄河旋风,主板,1,1/1,13.64,10.3,14.7,70.1,174.4,通用设备,央国企改革,25,央国企改革|节能环保|高市净率,-22.4,10.4,175.03,6.0,1.84,1.05,09:34,0,4.08,,
2026-08-17,603002,宏昌电子,主板,1,1/1,17.59,15.9,10.3,81.8,123.9,电子化学,通信技术,17,通信技术|5G概念|PCB,678.9,10.33,199.48,5.3,1.61,0.81,09:46,0,2.4,,
2026-08-17,603936,博敏电子,主板,1,1/1,17.38,13.2,22.6,42.6,55.6,元件,华为概念,18,华为概念|通信技术|5G概念,-355.3,10.09,109.56,9.5,1.13,1.03,09:45,1,2.57,,
